file: votematrix-lords.csv covering lords
file created: Sat Feb  9 11:29:46 2013by http://www.publicwhip.org.uk/
1054 mps
1708 divisions



Data Values
      missing: -9
      tellaye: 1
      aye: 2
      both: 3
      no: 4
      tellno: 5



Variables match to MP names as mpidXXX where XXX is the mpid number below

mpid	firstname	surname	party	PublicWhip URL
100320	Hutton		XB	http://publicwhip.com/mp.php?mpid=100320
100321	Hylton		XB	http://publicwhip.com/mp.php?mpid=100321
100724	Hylton-Foster		XB	http://publicwhip.com/mp.php?mpid=100724
100322	Imbert		XB	http://publicwhip.com/mp.php?mpid=100322
100323	Inge		XB	http://publicwhip.com/mp.php?mpid=100323
100324	Inglewood		Con	http://publicwhip.com/mp.php?mpid=100324
100326	Islwyn		Lab	http://publicwhip.com/mp.php?mpid=100326
100327	Jacobs		LDem	http://publicwhip.com/mp.php?mpid=100327
100963	Janvrin		XB	http://publicwhip.com/mp.php?mpid=100963
100332	Jeger		Lab	http://publicwhip.com/mp.php?mpid=100332
100333	Jellicoe		Con	http://publicwhip.com/mp.php?mpid=100333
100337	Joffe		XB	http://publicwhip.com/mp.php?mpid=100337
101089	Jolly		LDem	http://publicwhip.com/mp.php?mpid=101089
100338	Jones		Lab	http://publicwhip.com/mp.php?mpid=100338
100339	Jopling		Con	http://publicwhip.com/mp.php?mpid=100339
100340	Jordan		Lab	http://publicwhip.com/mp.php?mpid=100340
100341	Judd		Lab	http://publicwhip.com/mp.php?mpid=100341
101006	Kakkar		XB	http://publicwhip.com/mp.php?mpid=101006
100780	Kalms		Con	http://publicwhip.com/mp.php?mpid=100780
100343	Kelvedon		Con	http://publicwhip.com/mp.php?mpid=100343
101113	Kestenbaum		Lab	http://publicwhip.com/mp.php?mpid=101113
101144	Kidron		XB	http://publicwhip.com/mp.php?mpid=101144
100345	Kilclooney		XB	http://publicwhip.com/mp.php?mpid=100345
100347	Kimball		Con	http://publicwhip.com/mp.php?mpid=100347
