file: votematrix-1997.csv covering commons parliament 1997
file created: Sat Feb  9 11:30:02 2013by http://www.publicwhip.org.uk/
678 mps
1273 divisions



Data Values
      missing: -9
      tellaye: 1
      aye: 2
      both: 3
      no: 4
      tellno: 5



Variables match to MP names as mpidXXX where XXX is the mpid number below

mpid	firstname	surname	party	PublicWhip URL
46	Liz	Blackman	Lab	http://publicwhip.com/mp.php?mpid=46
47	Tony	Blair	Lab	http://publicwhip.com/mp.php?mpid=47
48	Hazel	Blears	Lab	http://publicwhip.com/mp.php?mpid=48
49	Bob	Blizzard	Lab	http://publicwhip.com/mp.php?mpid=49
50	David	Blunkett	Lab	http://publicwhip.com/mp.php?mpid=50
51	Crispin	Blunt	Con	http://publicwhip.com/mp.php?mpid=51
52	Paul	Boateng	Lab	http://publicwhip.com/mp.php?mpid=52
53	Richard	Body	Con	http://publicwhip.com/mp.php?mpid=53
55	David	Borrow	Lab	http://publicwhip.com/mp.php?mpid=55
56	Tim	Boswell	Con	http://publicwhip.com/mp.php?mpid=56
57	Peter	Bottomley	Con	http://publicwhip.com/mp.php?mpid=57
58	Virginia	Bottomley	Con	http://publicwhip.com/mp.php?mpid=58
59	Keith	Bradley	Lab	http://publicwhip.com/mp.php?mpid=59
60	Peter	Bradley	Lab	http://publicwhip.com/mp.php?mpid=60
61	Ben	Bradshaw	Lab	http://publicwhip.com/mp.php?mpid=61
62	Graham	Brady	Con	http://publicwhip.com/mp.php?mpid=62
63	Tom	Brake	LDem	http://publicwhip.com/mp.php?mpid=63
64	Peter	Brand	LDem	http://publicwhip.com/mp.php?mpid=64
65	Julian	Brazier	Con	http://publicwhip.com/mp.php?mpid=65
66	Colin	Breed	LDem	http://publicwhip.com/mp.php?mpid=66
67	Peter	Brooke	Con	http://publicwhip.com/mp.php?mpid=67
68	Gordon	Brown	Lab	http://publicwhip.com/mp.php?mpid=68
69	Nick	Brown	Lab	http://publicwhip.com/mp.php?mpid=69
70	Russell	Brown	Lab	http://publicwhip.com/mp.php?mpid=70
71	Des	Browne	Lab	http://publicwhip.com/mp.php?mpid=71
72	Angela	Browning	Con	http://publicwhip.com/mp.php?mpid=72
73	Ian	Bruce	Con	http://publicwhip.com/mp.php?mpid=73
74	Malcolm	Bruce	LDem	http://publicwhip.com/mp.php?mpid=74
75	Karen	Buck	Lab	http://publicwhip.com/mp.php?mpid=75
76	Richard	Burden	Lab	http://publicwhip.com/mp.php?mpid=76
77	Colin	Burgon	Lab	http://publicwhip.com/mp.php?mpid=77
78	John	Burnett	LDem	http://publicwhip.com/mp.php?mpid=78
79	Simon	Burns	Con	http://publicwhip.com/mp.php?mpid=79
80	Paul	Burstow	LDem	http://publicwhip.com/mp.php?mpid=80
81	Christine	Butler	Lab	http://publicwhip.com/mp.php?mpid=81
82	John	Butterfill	Con	http://publicwhip.com/mp.php?mpid=82
83	Stephen	Byers	Lab	http://publicwhip.com/mp.php?mpid=83
84	Vincent	Cable	LDem	http://publicwhip.com/mp.php?mpid=84
85	Richard	Caborn	Lab	http://publicwhip.com/mp.php?mpid=85
86	Alan	Campbell	Lab	http://publicwhip.com/mp.php?mpid=86
87	Anne	Campbell	Lab	http://publicwhip.com/mp.php?mpid=87
88	Menzies	Campbell	LDem	http://publicwhip.com/mp.php?mpid=88
89	Ronnie	Campbell	Lab	http://publicwhip.com/mp.php?mpid=89
90	Dale	Campbell-Savours	Lab	http://publicwhip.com/mp.php?mpid=90
91	Dennis	Canavan	Lab	http://publicwhip.com/mp.php?mpid=91
667	Dennis	Canavan	Ind	http://publicwhip.com/mp.php?mpid=667
92	Jamie	Cann	Lab	http://publicwhip.com/mp.php?mpid=92
93	Ivor	Caplin	Lab	http://publicwhip.com/mp.php?mpid=93
94	Roger	Casale	Lab	http://publicwhip.com/mp.php?mpid=94
95	William	Cash	Con	http://publicwhip.com/mp.php?mpid=95
96	Martin	Caton	Lab	http://publicwhip.com/mp.php?mpid=96
97	Ian	Cawsey	Lab	http://publicwhip.com/mp.php?mpid=97
98	Ben	Chapman	Lab	http://publicwhip.com/mp.php?mpid=98
99	Sydney	Chapman	Con	http://publicwhip.com/mp.php?mpid=99
100	David	Chaytor	Lab	http://publicwhip.com/mp.php?mpid=100
101	David	Chidgey	LDem	http://publicwhip.com/mp.php?mpid=101
102	Malcolm	Chisholm	Lab	http://publicwhip.com/mp.php?mpid=102
103	Christopher	Chope	Con	http://publicwhip.com/mp.php?mpid=103
104	Judith	Church	Lab	http://publicwhip.com/mp.php?mpid=104
105	Michael	Clapham	Lab	http://publicwhip.com/mp.php?mpid=105
106	James	Clappison	Con	http://publicwhip.com/mp.php?mpid=106
107	Alan	Clark	Con	http://publicwhip.com/mp.php?mpid=107
108	David	Clark	Lab	http://publicwhip.com/mp.php?mpid=108
109	Helen	Clark	Lab	http://publicwhip.com/mp.php?mpid=109
110	Lynda	Clark	Lab	http://publicwhip.com/mp.php?mpid=110
111	Michael	Clark	Con	http://publicwhip.com/mp.php?mpid=111
112	Paul	Clark	Lab	http://publicwhip.com/mp.php?mpid=112
113	Charles	Clarke	Lab	http://publicwhip.com/mp.php?mpid=113
114	Eric	Clarke	Lab	http://publicwhip.com/mp.php?mpid=114
115	Kenneth	Clarke	Con	http://publicwhip.com/mp.php?mpid=115
116	Tom	Clarke	Lab	http://publicwhip.com/mp.php?mpid=116
117	Tony	Clarke	Lab	http://publicwhip.com/mp.php?mpid=117
118	David	Clelland	Lab	http://publicwhip.com/mp.php?mpid=118
119	Geoffrey	Clifton-Brown	Con	http://publicwhip.com/mp.php?mpid=119
120	Ann	Clwyd	Lab	http://publicwhip.com/mp.php?mpid=120
121	Vernon	Coaker	Lab	http://publicwhip.com/mp.php?mpid=121
122	Ann	Coffey	Lab	http://publicwhip.com/mp.php?mpid=122
123	Harry	Cohen	Lab	http://publicwhip.com/mp.php?mpid=123
124	Iain	Coleman	Lab	http://publicwhip.com/mp.php?mpid=124
125	Tim	Collins	Con	http://publicwhip.com/mp.php?mpid=125
126	Tony	Colman	Lab	http://publicwhip.com/mp.php?mpid=126
127	Michael	Colvin	Con	http://publicwhip.com/mp.php?mpid=127
128	Michael	Connarty	Lab	http://publicwhip.com/mp.php?mpid=128
129	Frank	Cook	Lab	http://publicwhip.com/mp.php?mpid=129
130	Robin	Cook	Lab	http://publicwhip.com/mp.php?mpid=130
131	Yvette	Cooper	Lab	http://publicwhip.com/mp.php?mpid=131
132	Robin	Corbett	Lab	http://publicwhip.com/mp.php?mpid=132
133	Jeremy	Corbyn	Lab	http://publicwhip.com/mp.php?mpid=133
134	Patrick	Cormack	Con	http://publicwhip.com/mp.php?mpid=134
135	Jean	Corston	Lab	http://publicwhip.com/mp.php?mpid=135
136	Brian	Cotter	LDem	http://publicwhip.com/mp.php?mpid=136
137	Jim	Cousins	Lab	http://publicwhip.com/mp.php?mpid=137
138	Tom	Cox	Lab	http://publicwhip.com/mp.php?mpid=138
139	James	Cran	Con	http://publicwhip.com/mp.php?mpid=139
140	Ross	Cranston	Lab	http://publicwhip.com/mp.php?mpid=140
141	David	Crausby	Lab	http://publicwhip.com/mp.php?mpid=141
142	Ann	Cryer	Lab	http://publicwhip.com/mp.php?mpid=142
143	John	Cryer	Lab	http://publicwhip.com/mp.php?mpid=143
144	John	Cummings	Lab	http://publicwhip.com/mp.php?mpid=144
145	Lawrence	Cunliffe	Lab	http://publicwhip.com/mp.php?mpid=145
146	Jack	Cunningham	Lab	http://publicwhip.com/mp.php?mpid=146
147	Jim	Cunningham	Lab	http://publicwhip.com/mp.php?mpid=147
148	Roseanna	Cunningham	SNP	http://publicwhip.com/mp.php?mpid=148
149	David	Curry	Con	http://publicwhip.com/mp.php?mpid=149
150	Claire	Curtis-Thomas	Lab	http://publicwhip.com/mp.php?mpid=150
151	Cynog	Dafis	PC	http://publicwhip.com/mp.php?mpid=151
152	Tam	Dalyell	Lab	http://publicwhip.com/mp.php?mpid=152
153	Alistair	Darling	Lab	http://publicwhip.com/mp.php?mpid=153
154	Keith	Darvill	Lab	http://publicwhip.com/mp.php?mpid=154
155	Edward	Davey	LDem	http://publicwhip.com/mp.php?mpid=155
156	Valerie	Davey	Lab	http://publicwhip.com/mp.php?mpid=156
157	Ian	Davidson	Lab	http://publicwhip.com/mp.php?mpid=157
158	Denzil	Davies	Lab	http://publicwhip.com/mp.php?mpid=158
159	Geraint	Davies	Lab	http://publicwhip.com/mp.php?mpid=159
160	Quentin	Davies	Con	http://publicwhip.com/mp.php?mpid=160
161	Ron	Davies	Lab	http://publicwhip.com/mp.php?mpid=161
162	David	Davis	Con	http://publicwhip.com/mp.php?mpid=162
163	Terry	Davis	Lab	http://publicwhip.com/mp.php?mpid=163
164	Hilton	Dawson	Lab	http://publicwhip.com/mp.php?mpid=164
165	Stephen	Day	Con	http://publicwhip.com/mp.php?mpid=165
166	Janet	Dean	Lab	http://publicwhip.com/mp.php?mpid=166
167	John	Denham	Lab	http://publicwhip.com/mp.php?mpid=167
168	Donald	Dewar	Lab	http://publicwhip.com/mp.php?mpid=168
169	Andrew	Dismore	Lab	http://publicwhip.com/mp.php?mpid=169
170	Jim	Dobbin	Lab	http://publicwhip.com/mp.php?mpid=170
171	Frank	Dobson	Lab	http://publicwhip.com/mp.php?mpid=171
172	Jeffrey M	Donaldson	UUP	http://publicwhip.com/mp.php?mpid=172
173	Brian H	Donohoe	Lab	http://publicwhip.com/mp.php?mpid=173
174	Frank	Doran	Lab	http://publicwhip.com/mp.php?mpid=174
175	Stephen	Dorrell	Con	http://publicwhip.com/mp.php?mpid=175
176	Jim	Dowd	Lab	http://publicwhip.com/mp.php?mpid=176
177	David	Drew	Lab	http://publicwhip.com/mp.php?mpid=177
178	Julia	Drown	Lab	http://publicwhip.com/mp.php?mpid=178
179	Alan	Duncan	Con	http://publicwhip.com/mp.php?mpid=179
180	Iain	Duncan Smith	Con	http://publicwhip.com/mp.php?mpid=180
181	Gwyneth	Dunwoody	Lab	http://publicwhip.com/mp.php?mpid=181
182	Angela	Eagle	Lab	http://publicwhip.com/mp.php?mpid=182
183	Maria	Eagle	Lab	http://publicwhip.com/mp.php?mpid=183
184	Huw	Edwards	Lab	http://publicwhip.com/mp.php?mpid=184
185	Clive	Efford	Lab	http://publicwhip.com/mp.php?mpid=185
186	Louise	Ellman	Lab	http://publicwhip.com/mp.php?mpid=186
187	Peter	Emery	Con	http://publicwhip.com/mp.php?mpid=187
188	Jeff	Ennis	Lab	http://publicwhip.com/mp.php?mpid=188
189	Bill	Etherington	Lab	http://publicwhip.com/mp.php?mpid=189
190	Nigel	Evans	Con	http://publicwhip.com/mp.php?mpid=190
191	Margaret	Ewing	SNP	http://publicwhip.com/mp.php?mpid=191
192	David	Faber	Con	http://publicwhip.com/mp.php?mpid=192
193	Michael	Fabricant	Con	http://publicwhip.com/mp.php?mpid=193
194	Michael	Fallon	Con	http://publicwhip.com/mp.php?mpid=194
195	Derek	Fatchett	Lab	http://publicwhip.com/mp.php?mpid=195
196	Ronnie	Fearn	LDem	http://publicwhip.com/mp.php?mpid=196
197	Frank	Field	Lab	http://publicwhip.com/mp.php?mpid=197
198	Mark	Fisher	Lab	http://publicwhip.com/mp.php?mpid=198
199	Jim	Fitzpatrick	Lab	http://publicwhip.com/mp.php?mpid=199
200	Lorna	Fitzsimons	Lab	http://publicwhip.com/mp.php?mpid=200
201	Howard	Flight	Con	http://publicwhip.com/mp.php?mpid=201
202	Caroline	Flint	Lab	http://publicwhip.com/mp.php?mpid=202
203	Paul	Flynn	Lab	http://publicwhip.com/mp.php?mpid=203
204	Barbara	Follett	Lab	http://publicwhip.com/mp.php?mpid=204
205	Clifford	Forsythe	UUP	http://publicwhip.com/mp.php?mpid=205
206	Eric	Forth	Con	http://publicwhip.com/mp.php?mpid=206
207	Derek	Foster	Lab	http://publicwhip.com/mp.php?mpid=207
208	Don	Foster	LDem	http://publicwhip.com/mp.php?mpid=208
209	Michael	Foster	Lab	http://publicwhip.com/mp.php?mpid=209
210	Michael Jabez	Foster	Lab	http://publicwhip.com/mp.php?mpid=210
211	George	Foulkes	Lab	http://publicwhip.com/mp.php?mpid=211
212	Norman	Fowler	Con	http://publicwhip.com/mp.php?mpid=212
213	Liam	Fox	Con	http://publicwhip.com/mp.php?mpid=213
214	Christopher	Fraser	Con	http://publicwhip.com/mp.php?mpid=214
215	Maria	Fyfe	Lab	http://publicwhip.com/mp.php?mpid=215
216	Sam	Galbraith	Lab	http://publicwhip.com/mp.php?mpid=216
217	Roger	Gale	Con	http://publicwhip.com/mp.php?mpid=217
218	George	Galloway	Lab	http://publicwhip.com/mp.php?mpid=218
219	Mike	Gapes	Lab	http://publicwhip.com/mp.php?mpid=219
220	Barry	Gardiner	Lab	http://publicwhip.com/mp.php?mpid=220
221	Edward	Garnier	Con	http://publicwhip.com/mp.php?mpid=221
222	Andrew	George	LDem	http://publicwhip.com/mp.php?mpid=222
223	Bruce	George	Lab	http://publicwhip.com/mp.php?mpid=223
224	Neil	Gerrard	Lab	http://publicwhip.com/mp.php?mpid=224
225	Nick	Gibb	Con	http://publicwhip.com/mp.php?mpid=225
226	Ian	Gibson	Lab	http://publicwhip.com/mp.php?mpid=226
677	Sandra	Gidley	LDem	http://publicwhip.com/mp.php?mpid=677
227	Christopher	Gill	Con	http://publicwhip.com/mp.php?mpid=227
228	Cheryl	Gillan	Con	http://publicwhip.com/mp.php?mpid=228
229	Linda	Gilroy	Lab	http://publicwhip.com/mp.php?mpid=229
230	Norman	Godman	Lab	http://publicwhip.com/mp.php?mpid=230
231	Roger	Godsiff	Lab	http://publicwhip.com/mp.php?mpid=231
232	Paul	Goggins	Lab	http://publicwhip.com/mp.php?mpid=232
233	Llin	Golding	Lab	http://publicwhip.com/mp.php?mpid=233
234	Alastair	Goodlad	Con	http://publicwhip.com/mp.php?mpid=234
235	Eileen	Gordon	Lab	http://publicwhip.com/mp.php?mpid=235
236	Teresa	Gorman	Con	http://publicwhip.com/mp.php?mpid=236
237	Donald	Gorrie	LDem	http://publicwhip.com/mp.php?mpid=237
238	Tommy	Graham	Lab	http://publicwhip.com/mp.php?mpid=238
666	Tommy	Graham	Ind Lab	http://publicwhip.com/mp.php?mpid=666
239	Bernie	Grant	Lab	http://publicwhip.com/mp.php?mpid=239
240	James	Gray	Con	http://publicwhip.com/mp.php?mpid=240
241	Damian	Green	Con	http://publicwhip.com/mp.php?mpid=241
242	John	Greenway	Con	http://publicwhip.com/mp.php?mpid=242
243	Dominic	Grieve	Con	http://publicwhip.com/mp.php?mpid=243
244	Jane	Griffiths	Lab	http://publicwhip.com/mp.php?mpid=244
245	Nigel	Griffiths	Lab	http://publicwhip.com/mp.php?mpid=245
246	Win	Griffiths	Lab	http://publicwhip.com/mp.php?mpid=246
247	Bruce	Grocott	Lab	http://publicwhip.com/mp.php?mpid=247
248	John	Grogan	Lab	http://publicwhip.com/mp.php?mpid=248
249	John	Gummer	Con	http://publicwhip.com/mp.php?mpid=249
250	John	Gunnell	Lab	http://publicwhip.com/mp.php?mpid=250
251	William	Hague	Con	http://publicwhip.com/mp.php?mpid=251
252	Peter	Hain	Lab	http://publicwhip.com/mp.php?mpid=252
253	Mike	Hall	Lab	http://publicwhip.com/mp.php?mpid=253
254	Patrick	Hall	Lab	http://publicwhip.com/mp.php?mpid=254
255	Archie	Hamilton	Con	http://publicwhip.com/mp.php?mpid=255
256	Fabian	Hamilton	Lab	http://publicwhip.com/mp.php?mpid=256
257	Philip	Hammond	Con	http://publicwhip.com/mp.php?mpid=257
258	Mike	Hancock	LDem	http://publicwhip.com/mp.php?mpid=258
259	David	Hanson	Lab	http://publicwhip.com/mp.php?mpid=259
260	Harriet	Harman	Lab	http://publicwhip.com/mp.php?mpid=260
261	Evan	Harris	LDem	http://publicwhip.com/mp.php?mpid=261
262	Nick	Harvey	LDem	http://publicwhip.com/mp.php?mpid=262
263	Alan	Haselhurst	CWM	http://publicwhip.com/mp.php?mpid=263
264	Nick	Hawkins	Con	http://publicwhip.com/mp.php?mpid=264
265	John	Hayes	Con	http://publicwhip.com/mp.php?mpid=265
266	Sylvia	Heal	Lab	http://publicwhip.com/mp.php?mpid=266
267	Oliver	Heald	Con	http://publicwhip.com/mp.php?mpid=267
268	John	Healey	Lab	http://publicwhip.com/mp.php?mpid=268
269	David	Heath	LDem	http://publicwhip.com/mp.php?mpid=269
270	Edward	Heath	Con	http://publicwhip.com/mp.php?mpid=270
271	David	Heathcoat-Amory	Con	http://publicwhip.com/mp.php?mpid=271
272	Doug	Henderson	Lab	http://publicwhip.com/mp.php?mpid=272
273	Ivan	Henderson	Lab	http://publicwhip.com/mp.php?mpid=273
682	Mark	Hendrick	Lab	http://publicwhip.com/mp.php?mpid=682
274	Stephen	Hepburn	Lab	http://publicwhip.com/mp.php?mpid=274
275	John	Heppell	Lab	http://publicwhip.com/mp.php?mpid=275
276	Michael	Heseltine	Con	http://publicwhip.com/mp.php?mpid=276
277	Stephen	Hesford	Lab	http://publicwhip.com/mp.php?mpid=277
278	Patricia	Hewitt	Lab	http://publicwhip.com/mp.php?mpid=278
279	Keith	Hill	Lab	http://publicwhip.com/mp.php?mpid=279
280	David	Hinchliffe	Lab	http://publicwhip.com/mp.php?mpid=280
281	Margaret	Hodge	Lab	http://publicwhip.com/mp.php?mpid=281
282	Kate	Hoey	Lab	http://publicwhip.com/mp.php?mpid=282
283	Douglas	Hogg	Con	http://publicwhip.com/mp.php?mpid=283
284	John	Home Robertson	Lab	http://publicwhip.com/mp.php?mpid=284
285	Jimmy	Hood	Lab	http://publicwhip.com/mp.php?mpid=285
286	Geoff	Hoon	Lab	http://publicwhip.com/mp.php?mpid=286
287	Phil	Hope	Lab	http://publicwhip.com/mp.php?mpid=287
288	Kelvin	Hopkins	Lab	http://publicwhip.com/mp.php?mpid=288
289	John	Horam	Con	http://publicwhip.com/mp.php?mpid=289
290	Michael	Howard	Con	http://publicwhip.com/mp.php?mpid=290
291	Alan	Howarth	Lab	http://publicwhip.com/mp.php?mpid=291
292	George	Howarth	Lab	http://publicwhip.com/mp.php?mpid=292
293	Gerald	Howarth	Con	http://publicwhip.com/mp.php?mpid=293
294	Kim	Howells	Lab	http://publicwhip.com/mp.php?mpid=294
295	Lindsay	Hoyle	Lab	http://publicwhip.com/mp.php?mpid=295
296	Beverley	Hughes	Lab	http://publicwhip.com/mp.php?mpid=296
297	Kevin	Hughes	Lab	http://publicwhip.com/mp.php?mpid=297
298	Simon	Hughes	LDem	http://publicwhip.com/mp.php?mpid=298
299	Joan	Humble	Lab	http://publicwhip.com/mp.php?mpid=299
300	John	Hume	SDLP	http://publicwhip.com/mp.php?mpid=300
301	Andrew	Hunter	Con	http://publicwhip.com/mp.php?mpid=301
302	Alan	Hurst	Lab	http://publicwhip.com/mp.php?mpid=302
303	John	Hutton	Lab	http://publicwhip.com/mp.php?mpid=303
304	Brian	Iddon	Lab	http://publicwhip.com/mp.php?mpid=304
305	Eric	Illsley	Lab	http://publicwhip.com/mp.php?mpid=305
306	Adam	Ingram	Lab	http://publicwhip.com/mp.php?mpid=306
307	Michael	Jack	Con	http://publicwhip.com/mp.php?mpid=307
308	Glenda	Jackson	Lab	http://publicwhip.com/mp.php?mpid=308
309	Helen	Jackson	Lab	http://publicwhip.com/mp.php?mpid=309
310	Robert	Jackson	Con	http://publicwhip.com/mp.php?mpid=310
311	David	Jamieson	Lab	http://publicwhip.com/mp.php?mpid=311
312	Bernard	Jenkin	Con	http://publicwhip.com/mp.php?mpid=312
313	Brian	Jenkins	Lab	http://publicwhip.com/mp.php?mpid=313
314	Alan	Johnson	Lab	http://publicwhip.com/mp.php?mpid=314
315	Melanie	Johnson	Lab	http://publicwhip.com/mp.php?mpid=315
316	Geoffrey	Johnson Smith	Con	http://publicwhip.com/mp.php?mpid=316
317	Barry	Jones	Lab	http://publicwhip.com/mp.php?mpid=317
318	Fiona	Jones	Lab	http://publicwhip.com/mp.php?mpid=318
668	Fiona	Jones	Lab	http://publicwhip.com/mp.php?mpid=668
319	Helen	Jones	Lab	http://publicwhip.com/mp.php?mpid=319
320	Ieuan Wyn	Jones	PC	http://publicwhip.com/mp.php?mpid=320
321	Jenny	Jones	Lab	http://publicwhip.com/mp.php?mpid=321
322	Jon Owen	Jones	Lab	http://publicwhip.com/mp.php?mpid=322
323	Lynne	Jones	Lab	http://publicwhip.com/mp.php?mpid=323
324	Martyn	Jones	Lab	http://publicwhip.com/mp.php?mpid=324
325	Nigel	Jones	LDem	http://publicwhip.com/mp.php?mpid=325
326	Tessa	Jowell	Lab	http://publicwhip.com/mp.php?mpid=326
685	Eric	Joyce	Lab	http://publicwhip.com/mp.php?mpid=685
327	Gerald	Kaufman	Lab	http://publicwhip.com/mp.php?mpid=327
328	Sally	Keeble	Lab	http://publicwhip.com/mp.php?mpid=328
329	Alan	Keen	Lab	http://publicwhip.com/mp.php?mpid=329
330	Ann	Keen	Lab	http://publicwhip.com/mp.php?mpid=330
331	Paul	Keetch	LDem	http://publicwhip.com/mp.php?mpid=331
332	Ruth	Kelly	Lab	http://publicwhip.com/mp.php?mpid=332
333	Fraser	Kemp	Lab	http://publicwhip.com/mp.php?mpid=333
334	Charles	Kennedy	LDem	http://publicwhip.com/mp.php?mpid=334
335	Jane	Kennedy	Lab	http://publicwhip.com/mp.php?mpid=335
336	Robert	Key	Con	http://publicwhip.com/mp.php?mpid=336
337	Piara S	Khabra	Lab	http://publicwhip.com/mp.php?mpid=337
338	David	Kidney	Lab	http://publicwhip.com/mp.php?mpid=338
339	Peter	Kilfoyle	Lab	http://publicwhip.com/mp.php?mpid=339
340	Andy	King	Lab	http://publicwhip.com/mp.php?mpid=340
341	Oona	King	Lab	http://publicwhip.com/mp.php?mpid=341
342	Tom	King	Con	http://publicwhip.com/mp.php?mpid=342
343	Tess	Kingham	Lab	http://publicwhip.com/mp.php?mpid=343
344	Julie	Kirkbride	Con	http://publicwhip.com/mp.php?mpid=344
345	Archy	Kirkwood	LDem	http://publicwhip.com/mp.php?mpid=345
346	Ashok	Kumar	Lab	http://publicwhip.com/mp.php?mpid=346
347	Stephen	Ladyman	Lab	http://publicwhip.com/mp.php?mpid=347
348	Eleanor	Laing	Con	http://publicwhip.com/mp.php?mpid=348
662	Jacqui	Lait	Con	http://publicwhip.com/mp.php?mpid=662
678	David	Lammy	Lab	http://publicwhip.com/mp.php?mpid=678
349	Andrew	Lansley	Con	http://publicwhip.com/mp.php?mpid=349
350	Jackie	Lawrence	Lab	http://publicwhip.com/mp.php?mpid=350
351	Bob	Laxton	Lab	http://publicwhip.com/mp.php?mpid=351
352	Edward	Leigh	Con	http://publicwhip.com/mp.php?mpid=352
353	David	Lepper	Lab	http://publicwhip.com/mp.php?mpid=353
354	Christopher	Leslie	Lab	http://publicwhip.com/mp.php?mpid=354
355	Oliver	Letwin	Con	http://publicwhip.com/mp.php?mpid=355
356	Tom	Levitt	Lab	http://publicwhip.com/mp.php?mpid=356
357	Ivan	Lewis	Lab	http://publicwhip.com/mp.php?mpid=357
358	Julian	Lewis	Con	http://publicwhip.com/mp.php?mpid=358
359	Terry	Lewis	Lab	http://publicwhip.com/mp.php?mpid=359
360	Helen	Liddell	Lab	http://publicwhip.com/mp.php?mpid=360
361	David	Lidington	Con	http://publicwhip.com/mp.php?mpid=361
362	Peter	Lilley	Con	http://publicwhip.com/mp.php?mpid=362
363	Martin	Linton	Lab	http://publicwhip.com/mp.php?mpid=363
364	Ken	Livingstone	Lab	http://publicwhip.com/mp.php?mpid=364
676	Ken	Livingstone	Ind	http://publicwhip.com/mp.php?mpid=676
365	Richard	Livsey	LDem	http://publicwhip.com/mp.php?mpid=365
366	Peter	Lloyd	Con	http://publicwhip.com/mp.php?mpid=366
367	Tony	Lloyd	Lab	http://publicwhip.com/mp.php?mpid=367
368	Elfyn	Llwyd	PC	http://publicwhip.com/mp.php?mpid=368
369	David	Lock	Lab	http://publicwhip.com/mp.php?mpid=369
370	Michael	Lord	DCWM	http://publicwhip.com/mp.php?mpid=370
