file: votematrix-2005.csv covering commons parliament 2005
file created: Sat Feb  9 11:29:53 2013by http://www.publicwhip.org.uk/
657 mps
1288 divisions



Data Values
      missing: -9
      tellaye: 1
      aye: 2
      both: 3
      no: 4
      tellno: 5



Variables match to MP names as mpidXXX where XXX is the mpid number below

mpid	firstname	surname	party	PublicWhip URL
1476	Andrew	Lansley	Con	http://publicwhip.com/mp.php?mpid=1476
1426	Peter	Law	Ind	http://publicwhip.com/mp.php?mpid=1426
1951	David	Laws	LDem	http://publicwhip.com/mp.php?mpid=1951
1532	Bob	Laxton	Lab	http://publicwhip.com/mp.php?mpid=1532
1979	Mark	Lazarowicz	Lab	http://publicwhip.com/mp.php?mpid=1979
1707	John	Leech	LDem	http://publicwhip.com/mp.php?mpid=1707
1591	Edward	Leigh	Con	http://publicwhip.com/mp.php?mpid=1591
1454	David	Lepper	Lab	http://publicwhip.com/mp.php?mpid=1454
1549	Oliver	Letwin	Con	http://publicwhip.com/mp.php?mpid=1549
1637	Tom	Levitt	Lab	http://publicwhip.com/mp.php?mpid=1637
1467	Ivan	Lewis	Lab	http://publicwhip.com/mp.php?mpid=1467
1724	Julian	Lewis	Con	http://publicwhip.com/mp.php?mpid=1724
1451	Ian	Liddell-Grainger	Con	http://publicwhip.com/mp.php?mpid=1451
1381	David	Lidington	Con	http://publicwhip.com/mp.php?mpid=1381
1638	Peter	Lilley	Con	http://publicwhip.com/mp.php?mpid=1638
1393	Martin	Linton	Lab	http://publicwhip.com/mp.php?mpid=1393
1705	Tony	Lloyd	Lab	http://publicwhip.com/mp.php?mpid=1705
1710	Elfyn	Llwyd	PC	http://publicwhip.com/mp.php?mpid=1710
1944	Tim	Loughton	Con	http://publicwhip.com/mp.php?mpid=1944
1568	Andrew	Love	Lab	http://publicwhip.com/mp.php?mpid=1568
1947	Ian	Lucas	Lab	http://publicwhip.com/mp.php?mpid=1947
1940	Peter	Luff	Con	http://publicwhip.com/mp.php?mpid=1940
1992	John	MacDougall	Lab	http://publicwhip.com/mp.php?mpid=1992
1439	Andrew	MacKay	Con	http://publicwhip.com/mp.php?mpid=1439
1875	Andrew	MacKinlay	Lab	http://publicwhip.com/mp.php?mpid=1875
1758	David	Maclean	Con	http://publicwhip.com/mp.php?mpid=1758
2004	Angus	MacNeil	SNP	http://publicwhip.com/mp.php?mpid=2004
1790	Denis	MacShane	Lab	http://publicwhip.com/mp.php?mpid=1790
1822	Fiona	Mactaggart	Lab	http://publicwhip.com/mp.php?mpid=1822
1417	Khalid	Mahmood	Lab	http://publicwhip.com/mp.php?mpid=1417
1798	Anne	Main	Con	http://publicwhip.com/mp.php?mpid=1798
1542	Shahid	Malik	Lab	http://publicwhip.com/mp.php?mpid=1542
1933	Humfrey	Malins	Con	http://publicwhip.com/mp.php?mpid=1933
1373	Judy	Mallaber	Lab	http://publicwhip.com/mp.php?mpid=1373
1390	John	Mann	Lab	http://publicwhip.com/mp.php?mpid=1390
1847	John	Maples	Con	http://publicwhip.com/mp.php?mpid=1847
1937	Rob	Marris	Lab	http://publicwhip.com/mp.php?mpid=1937
1425	Gordon	Marsden	Lab	http://publicwhip.com/mp.php?mpid=1425
1986	David	Marshall	Lab	http://publicwhip.com/mp.php?mpid=1986
1709	Robert	Marshall-Andrews	Lab	http://publicwhip.com/mp.php?mpid=1709
1484	Eric	Martlew	Lab	http://publicwhip.com/mp.php?mpid=1484
2035	John	Mason	SNP	http://publicwhip.com/mp.php?mpid=2035
1611	Michael	Mates	Con	http://publicwhip.com/mp.php?mpid=1611
1642	Francis	Maude	Con	http://publicwhip.com/mp.php?mpid=1642
1700	Theresa	May	Con	http://publicwhip.com/mp.php?mpid=1700
2012	Thomas	McAvoy	Lab	http://publicwhip.com/mp.php?mpid=2012
1413	Stephen	McCabe	Lab	http://publicwhip.com/mp.php?mpid=1413
1471	Chris	McCafferty	Lab	http://publicwhip.com/mp.php?mpid=1471
1455	Kerry	McCarthy	Lab	http://publicwhip.com/mp.php?mpid=1455
1766	Sarah	McCarthy-Fry	Lab	http://publicwhip.com/mp.php?mpid=1766
1702	Ian	McCartney	Lab	http://publicwhip.com/mp.php?mpid=1702
1376	William	McCrea	DUP	http://publicwhip.com/mp.php?mpid=1376
1717	Siobhain	McDonagh	Lab	http://publicwhip.com/mp.php?mpid=1717
1402	Alasdair	McDonnell	SDLP	http://publicwhip.com/mp.php?mpid=1402
1624	John	McDonnell	Lab	http://publicwhip.com/mp.php?mpid=1624
1936	Pat	McFadden	Lab	http://publicwhip.com/mp.php?mpid=1936
1972	John	McFall	Lab	http://publicwhip.com/mp.php?mpid=1972
1974	Jim	McGovern	Lab	http://publicwhip.com/mp.php?mpid=1974
1552	Eddie	McGrady	SDLP	http://publicwhip.com/mp.php?mpid=1552
2013	Anne	McGuire	Lab	http://publicwhip.com/mp.php?mpid=2013
1896	Anne	McIntosh	Con	http://publicwhip.com/mp.php?mpid=1896
1504	Shona	McIsaac	Lab	http://publicwhip.com/mp.php?mpid=1504
1987	Ann	McKechin	Lab	http://publicwhip.com/mp.php?mpid=1987
1968	Rosemary	McKenna	Lab	http://publicwhip.com/mp.php?mpid=1968
1536	Patrick	McLoughlin	Con	http://publicwhip.com/mp.php?mpid=1536
1618	Tony	McNulty	Lab	http://publicwhip.com/mp.php?mpid=1618
1753	Michael	Meacher	Lab	http://publicwhip.com/mp.php?mpid=1753
1708	Alan	Meale	Lab	http://publicwhip.com/mp.php?mpid=1708
1726	Patrick	Mercer	Con	http://publicwhip.com/mp.php?mpid=1726
1686	Gillian	Merron	Lab	http://publicwhip.com/mp.php?mpid=1686
1482	Alun	Michael	Lab	http://publicwhip.com/mp.php?mpid=1482
1527	Alan	Milburn	Lab	http://publicwhip.com/mp.php?mpid=1527
1826	David	Miliband	Lab	http://publicwhip.com/mp.php?mpid=1826
1545	Edward	Miliband	Lab	http://publicwhip.com/mp.php?mpid=1545
1569	Andrew	Miller	Lab	http://publicwhip.com/mp.php?mpid=1569
1389	Maria	Miller	Con	http://publicwhip.com/mp.php?mpid=1389
1603	Anne	Milton	Con	http://publicwhip.com/mp.php?mpid=1603
1862	Andrew	Mitchell	Con	http://publicwhip.com/mp.php?mpid=1862
1600	Austin	Mitchell	Lab	http://publicwhip.com/mp.php?mpid=1600
1977	Anne	Moffat	Lab	http://publicwhip.com/mp.php?mpid=1977
1519	Laura	Moffatt	Lab	http://publicwhip.com/mp.php?mpid=1519
1653	Chris	Mole	Lab	http://publicwhip.com/mp.php?mpid=1653
1450	Madeleine	Moon	Lab	http://publicwhip.com/mp.php?mpid=1450
1965	Michael	Moore	LDem	http://publicwhip.com/mp.php?mpid=1965
1698	Margaret	Moran	Lab	http://publicwhip.com/mp.php?mpid=1698
1732	Jessica	Morden	Lab	http://publicwhip.com/mp.php?mpid=1732
1481	Julie	Morgan	Lab	http://publicwhip.com/mp.php?mpid=1481
1805	Elliot	Morley	Lab	http://publicwhip.com/mp.php?mpid=1805
1474	Malcolm	Moss	Con	http://publicwhip.com/mp.php?mpid=1474
1508	Kali	Mountford	Lab	http://publicwhip.com/mp.php?mpid=1508
1670	George	Mudie	Lab	http://publicwhip.com/mp.php?mpid=1670
1672	Greg	Mulholland	LDem	http://publicwhip.com/mp.php?mpid=1672
1856	Chris	Mullin	Lab	http://publicwhip.com/mp.php?mpid=1856
1970	David	Mundell	Con	http://publicwhip.com/mp.php?mpid=1970
1813	Meg	Munn	Lab	http://publicwhip.com/mp.php?mpid=1813
1903	Denis	Murphy	Lab	http://publicwhip.com/mp.php?mpid=1903
2010	Jim	Murphy	Lab	http://publicwhip.com/mp.php?mpid=2010
1880	Paul	Murphy	Lab	http://publicwhip.com/mp.php?mpid=1880
1922	Andrew	Murrison	Con	http://publicwhip.com/mp.php?mpid=1922
1456	Doug	Naysmith	Lab	http://publicwhip.com/mp.php?mpid=1456
2023	Bob	Neill	Con	http://publicwhip.com/mp.php?mpid=2023
1443	Brooks	Newmark	Con	http://publicwhip.com/mp.php?mpid=1443
1904	Dan	Norris	Lab	http://publicwhip.com/mp.php?mpid=1904
1910	Mike	O&#39;Brien	Lab	http://publicwhip.com/mp.php?mpid=1910
1567	Stephen	O&#39;Brien	Con	http://publicwhip.com/mp.php?mpid=1567
1665	Edward	O&#39;Hara	Lab	http://publicwhip.com/mp.php?mpid=1665
1928	Mark	Oaten	LDem	http://publicwhip.com/mp.php?mpid=1928
1749	Bill	Olner	Lab	http://publicwhip.com/mp.php?mpid=1749
1868	George	Osborne	Con	http://publicwhip.com/mp.php?mpid=1868
1961	Sandra	Osborne	Lab	http://publicwhip.com/mp.php?mpid=1961
1524	Richard	Ottaway	Con	http://publicwhip.com/mp.php?mpid=1524
1952	Albert	Owen	Lab	http://publicwhip.com/mp.php?mpid=1952
1477	James	Paice	Con	http://publicwhip.com/mp.php?mpid=1477
1375	Ian	Paisley	DUP	http://publicwhip.com/mp.php?mpid=1375
1462	Nick	Palmer	Lab	http://publicwhip.com/mp.php?mpid=1462
1818	Owen	Paterson	Con	http://publicwhip.com/mp.php?mpid=1818
1554	Ian	Pearson	Lab	http://publicwhip.com/mp.php?mpid=1554
1522	Andrew	Pelling	Con	http://publicwhip.com/mp.php?mpid=1522
2036	Andrew	Pelling	Ind	http://publicwhip.com/mp.php?mpid=2036
1626	Michael	Penning	Con	http://publicwhip.com/mp.php?mpid=1626
1924	John	Penrose	Con	http://publicwhip.com/mp.php?mpid=1924
1449	Eric	Pickles	Con	http://publicwhip.com/mp.php?mpid=1449
1909	James	Plaskitt	Lab	http://publicwhip.com/mp.php?mpid=1909
1650	Greg	Pope	Lab	http://publicwhip.com/mp.php?mpid=1650
1560	Stephen	Pound	Lab	http://publicwhip.com/mp.php?mpid=1560
1682	Bridget	Prentice	Lab	http://publicwhip.com/mp.php?mpid=1682
1757	Gordon	Prentice	Lab	http://publicwhip.com/mp.php?mpid=1757
1646	John	Prescott	Lab	http://publicwhip.com/mp.php?mpid=1646
1485	Adam	Price	PC	http://publicwhip.com/mp.php?mpid=1485
1457	Dawn	Primarolo	Lab	http://publicwhip.com/mp.php?mpid=1457
1631	Mark	Prisk	Con	http://publicwhip.com/mp.php?mpid=1631
1946	Mark	Pritchard	Con	http://publicwhip.com/mp.php?mpid=1946
1550	Gwyn	Prosser	Lab	http://publicwhip.com/mp.php?mpid=1550
1830	John	Pugh	LDem	http://publicwhip.com/mp.php?mpid=1830
1935	Ken	Purchase	Lab	http://publicwhip.com/mp.php?mpid=1935
1836	James	Purnell	Lab	http://publicwhip.com/mp.php?mpid=1836
1616	Bill	Rammell	Lab	http://publicwhip.com/mp.php?mpid=1616
1893	John	Randall	Con	http://publicwhip.com/mp.php?mpid=1893
1602	Nick	Raynsford	Lab	http://publicwhip.com/mp.php?mpid=1602
1934	John	Redwood	Con	http://publicwhip.com/mp.php?mpid=1934
1694	Andy	Reed	Lab	http://publicwhip.com/mp.php?mpid=1694
1511	Jamie	Reed	Lab	http://publicwhip.com/mp.php?mpid=1511
1960	Alan	Reid	LDem	http://publicwhip.com/mp.php?mpid=1960
1958	John	Reid	Lab	http://publicwhip.com/mp.php?mpid=1958
2021	Willie	Rennie	LDem	http://publicwhip.com/mp.php?mpid=2021
1660	Malcolm	Rifkind	Con	http://publicwhip.com/mp.php?mpid=1660
1607	Linda	Riordan	Lab	http://publicwhip.com/mp.php?mpid=1607
1422	Andrew	Robathan	Con	http://publicwhip.com/mp.php?mpid=1422
2002	Angus	Robertson	SNP	http://publicwhip.com/mp.php?mpid=2002
1583	Hugh	Robertson	Con	http://publicwhip.com/mp.php?mpid=1583
1989	John	Robertson	Lab	http://publicwhip.com/mp.php?mpid=1989
1872	Laurence	Robertson	Con	http://publicwhip.com/mp.php?mpid=1872
1517	Geoffrey	Robinson	Lab	http://publicwhip.com/mp.php?mpid=1517
1846	Iris	Robinson	DUP	http://publicwhip.com/mp.php?mpid=1846
1400	Peter	Robinson	DUP	http://publicwhip.com/mp.php?mpid=1400
1513	Dan	Rogerson	LDem	http://publicwhip.com/mp.php?mpid=1513
1440	Terry	Rooney	Lab	http://publicwhip.com/mp.php?mpid=1440
1786	Andrew	Rosindell	Con	http://publicwhip.com/mp.php?mpid=1786
1784	Paul	Rowen	LDem	http://publicwhip.com/mp.php?mpid=1784
2003	Frank	Roy	Lab	http://publicwhip.com/mp.php?mpid=2003
2037	Lindsay	Roy	Lab	http://publicwhip.com/mp.php?mpid=2037
1894	Chris	Ruane	Lab	http://publicwhip.com/mp.php?mpid=1894
1681	Joan	Ruddock	Lab	http://publicwhip.com/mp.php?mpid=1681
1468	David	Ruffley	Con	http://publicwhip.com/mp.php?mpid=1468
1507	Bob	Russell	LDem	http://publicwhip.com/mp.php?mpid=1507
1496	Christine	Russell	Lab	http://publicwhip.com/mp.php?mpid=1496
1572	Joan	Ryan	Lab	http://publicwhip.com/mp.php?mpid=1572
1964	Alex	Salmond	SNP	http://publicwhip.com/mp.php?mpid=1964
1774	Martin	Salter	Lab	http://publicwhip.com/mp.php?mpid=1774
1879	Adrian	Sanders	LDem	http://publicwhip.com/mp.php?mpid=1879
1985	Mohammad	Sarwar	Lab	http://publicwhip.com/mp.php?mpid=1985
1651	Lee	Scott	Con	http://publicwhip.com/mp.php?mpid=1651
1760	Alison	Seabeck	Lab	http://publicwhip.com/mp.php?mpid=1760
1399	Andrew	Selous	Con	http://publicwhip.com/mp.php?mpid=1399
1917	Grant	Shapps	Con	http://publicwhip.com/mp.php?mpid=1917
2027	Virendra	Sharma	Lab	http://publicwhip.com/mp.php?mpid=2027
1491	Jonathan R	Shaw	Lab	http://publicwhip.com/mp.php?mpid=1491
1645	Barry	Sheerman	Lab	http://publicwhip.com/mp.php?mpid=1645
1370	Richard	Shepherd	Con	http://publicwhip.com/mp.php?mpid=1370
2007	Jim	Sheridan	Lab	http://publicwhip.com/mp.php?mpid=2007
1415	Clare	Short	Lab	http://publicwhip.com/mp.php?mpid=1415
2024	Clare	Short	Ind Lab	http://publicwhip.com/mp.php?mpid=2024
1435	Mark	Simmonds	Con	http://publicwhip.com/mp.php?mpid=1435
1412	Si&ocirc;n	Simon	Lab	http://publicwhip.com/mp.php?mpid=1412
1748	Alan	Simpson	Lab	http://publicwhip.com/mp.php?mpid=1748
1892	David	Simpson	DUP	http://publicwhip.com/mp.php?mpid=1892
1735	Keith	Simpson	Con	http://publicwhip.com/mp.php?mpid=1735
1442	Marsha	Singh	Lab	http://publicwhip.com/mp.php?mpid=1442
1430	Dennis	Skinner	Lab	http://publicwhip.com/mp.php?mpid=1430
1559	Andy	Slaughter	Lab	http://publicwhip.com/mp.php?mpid=1559
1755	Andrew	Smith	Lab	http://publicwhip.com/mp.php?mpid=1755
1388	Angela	Smith	Lab	http://publicwhip.com/mp.php?mpid=1388
1814	Angela	Smith	Lab	http://publicwhip.com/mp.php?mpid=1814
40032	Chloe	Smith	Con	http://publicwhip.com/mp.php?mpid=40032
1721	Geraldine	Smith	Lab	http://publicwhip.com/mp.php?mpid=1721
1776	Jacqui	Smith	Lab	http://publicwhip.com/mp.php?mpid=1776
1895	John	Smith	Lab	http://publicwhip.com/mp.php?mpid=1895
1957	Robert	Smith	LDem	http://publicwhip.com/mp.php?mpid=1957
1866	Anne	Snelgrove	Lab	http://publicwhip.com/mp.php?mpid=1866
1860	Nicholas	Soames	Con	http://publicwhip.com/mp.php?mpid=1860
1675	Peter	Soulsby	Lab	http://publicwhip.com/mp.php?mpid=1675
1908	Helen	Southworth	Lab	http://publicwhip.com/mp.php?mpid=1908
1906	John	Spellar	Lab	http://publicwhip.com/mp.php?mpid=1906
1711	Caroline	Spelman	Con	http://publicwhip.com/mp.php?mpid=1711
1941	Michael	Spicer	Con	http://publicwhip.com/mp.php?mpid=1941
1488	Bob	Spink	Con	http://publicwhip.com/mp.php?mpid=1488
2030	Bob	Spink	Ind Con	http://publicwhip.com/mp.php?mpid=2030
2031	Bob	Spink	UKIP	http://publicwhip.com/mp.php?mpid=2031
2038	Bob	Spink	Ind	http://publicwhip.com/mp.php?mpid=2038
1854	Richard	Spring	Con	http://publicwhip.com/mp.php?mpid=1854
1877	John	Stanley	Con	http://publicwhip.com/mp.php?mpid=1877
1716	Phyllis	Starkey	Lab	http://publicwhip.com/mp.php?mpid=1716
1881	Anthony	Steen	Con	http://publicwhip.com/mp.php?mpid=1881
1566	Ian	Stewart	Lab	http://publicwhip.com/mp.php?mpid=1566
1528	Howard	Stoate	Lab	http://publicwhip.com/mp.php?mpid=1528
1978	Gavin	Strang	Lab	http://publicwhip.com/mp.php?mpid=1978
1423	Jack	Straw	Lab	http://publicwhip.com/mp.php?mpid=1423
1540	Gary	Streeter	Con	http://publicwhip.com/mp.php?mpid=1540
1704	Graham	Stringer	Lab	http://publicwhip.com/mp.php?mpid=1704
1411	Gisela	Stuart	Lab	http://publicwhip.com/mp.php?mpid=1411
1406	Graham	Stuart	Con	http://publicwhip.com/mp.php?mpid=1406
1625	Andrew	Stunell	LDem	http://publicwhip.com/mp.php?mpid=1625
1441	Gerry	Sutcliffe	Lab	http://publicwhip.com/mp.php?mpid=1441
1725	Desmond	Swayne	Con	http://publicwhip.com/mp.php?mpid=1725
1971	Jo	Swinson	LDem	http://publicwhip.com/mp.php?mpid=1971
1538	Hugo	Swire	Con	http://publicwhip.com/mp.php?mpid=1538
1764	Robert	Syms	Con	http://publicwhip.com/mp.php?mpid=1764
1372	Mark	Tami	Lab	http://publicwhip.com/mp.php?mpid=1372
1695	Peter	Tapsell	Con	http://publicwhip.com/mp.php?mpid=1695
1840	Dari	Taylor	Lab	http://publicwhip.com/mp.php?mpid=1840
1677	David	Taylor	Lab	http://publicwhip.com/mp.php?mpid=1677
1578	Ian	Taylor	Con	http://publicwhip.com/mp.php?mpid=1578
1883	Matthew	Taylor	LDem	http://publicwhip.com/mp.php?mpid=1883
1949	Richard	Taylor	Ind	http://publicwhip.com/mp.php?mpid=1949
1445	Sarah	Teather	LDem	http://publicwhip.com/mp.php?mpid=1445
1619	Gareth	Thomas	Lab	http://publicwhip.com/mp.php?mpid=1619
1656	Emily	Thornberry	Lab	http://publicwhip.com/mp.php?mpid=1656
1966	John	Thurso	LDem	http://publicwhip.com/mp.php?mpid=1966
1563	Stephen	Timms	Lab	http://publicwhip.com/mp.php?mpid=1563
2032	Edward	Timpson	Con	http://publicwhip.com/mp.php?mpid=2032
1815	Paddy	Tipping	Lab	http://publicwhip.com/mp.php?mpid=1815
1535	Mark	Todd	Lab	http://publicwhip.com/mp.php?mpid=1535
1657	Don	Touhig	Lab	http://publicwhip.com/mp.php?mpid=1657
1436	David	Tredinnick	Con	http://publicwhip.com/mp.php?mpid=1436
1627	Jon	Trickett	Lab	http://publicwhip.com/mp.php?mpid=1627
1770	Paul	Truswell	Lab	http://publicwhip.com/mp.php?mpid=1770
1654	Andrew	Turner	Con	http://publicwhip.com/mp.php?mpid=1654
1453	Desmond	Turner	Lab	http://publicwhip.com/mp.php?mpid=1453
1925	Neil	Turner	Lab	http://publicwhip.com/mp.php?mpid=1925
1609	Derek	Twigg	Lab	http://publicwhip.com/mp.php?mpid=1609
1498	Andrew	Tyrie	Con	http://publicwhip.com/mp.php?mpid=1498
1464	Kitty	Ussher	Lab	http://publicwhip.com/mp.php?mpid=1464
1905	Edward	Vaizey	Con	http://publicwhip.com/mp.php?mpid=1905
1475	Shailesh	Vara	Con	http://publicwhip.com/mp.php?mpid=1475
1674	Keith	Vaz	Lab	http://publicwhip.com/mp.php?mpid=1674
1596	Peter	Viggers	Con	http://publicwhip.com/mp.php?mpid=1596
1500	Theresa	Villiers	Con	http://publicwhip.com/mp.php?mpid=1500
1586	Rudi	Vis	Lab	http://publicwhip.com/mp.php?mpid=1586
1461	Charles	Walker	Con	http://publicwhip.com/mp.php?mpid=1461
1668	Ben	Wallace	Con	http://publicwhip.com/mp.php?mpid=1668
1842	Joan	Walley	Lab	http://publicwhip.com/mp.php?mpid=1842
1547	Robert	Walter	Con	http://publicwhip.com/mp.php?mpid=1547
1845	Lynda	Waltho	Lab	http://publicwhip.com/mp.php?mpid=1845
1911	Claire	Ward	Lab	http://publicwhip.com/mp.php?mpid=1911
1691	Robert	Wareing	Lab	http://publicwhip.com/mp.php?mpid=1691
2029	Robert	Wareing	Ind	http://publicwhip.com/mp.php?mpid=2029
1564	Nigel	Waterson	Con	http://publicwhip.com/mp.php?mpid=1564
1891	Angela	Watkinson	Con	http://publicwhip.com/mp.php?mpid=1891
1919	Tom	Watson	Lab	http://publicwhip.com/mp.php?mpid=1919
1799	Dave	Watts	Lab	http://publicwhip.com/mp.php?mpid=1799
1743	Steve	Webb	LDem	http://publicwhip.com/mp.php?mpid=1743
1959	Michael	Weir	SNP	http://publicwhip.com/mp.php?mpid=1959
1828	Alan	Whitehead	Lab	http://publicwhip.com/mp.php?mpid=1828
1703	John	Whittingdale	Con	http://publicwhip.com/mp.php?mpid=1703
1523	Malcolm	Wicks	Lab	http://publicwhip.com/mp.php?mpid=1523
1701	Ann	Widdecombe	Con	http://publicwhip.com/mp.php?mpid=1701
1679	Bill	Wiggin	Con	http://publicwhip.com/mp.php?mpid=1679
1623	David	Willetts	Con	http://publicwhip.com/mp.php?mpid=1623
1864	Alan	Williams	Lab	http://publicwhip.com/mp.php?mpid=1864
1510	Betty	Williams	Lab	http://publicwhip.com/mp.php?mpid=1510
1469	Hywel	Williams	PC	http://publicwhip.com/mp.php?mpid=1469
1489	Mark	Williams	LDem	http://publicwhip.com/mp.php?mpid=1489
1444	Roger	Williams	LDem	http://publicwhip.com/mp.php?mpid=1444
1458	Stephen	Williams	LDem	http://publicwhip.com/mp.php?mpid=1458
1617	Phil	Willis	LDem	http://publicwhip.com/mp.php?mpid=1617
1480	Jennifer	Willott	LDem	http://publicwhip.com/mp.php?mpid=1480
1865	Michael	Wills	Lab	http://publicwhip.com/mp.php?mpid=1865
1832	David	Wilshire	Con	http://publicwhip.com/mp.php?mpid=1832
2026	Phil	Wilson	Lab	http://publicwhip.com/mp.php?mpid=2026
1773	Rob	Wilson	Con	http://publicwhip.com/mp.php?mpid=1773
1374	Sammy	Wilson	DUP	http://publicwhip.com/mp.php?mpid=1374
1900	David	Winnick	Lab	http://publicwhip.com/mp.php?mpid=1900
1509	Ann	Winterton	Con	http://publicwhip.com/mp.php?mpid=1509
1699	Nicholas	Winterton	Con	http://publicwhip.com/mp.php?mpid=1699
1544	Rosie	Winterton	Lab	http://publicwhip.com/mp.php?mpid=1544
2009	Pete	Wishart	SNP	http://publicwhip.com/mp.php?mpid=2009
1392	Mike	Wood	Lab	http://publicwhip.com/mp.php?mpid=1392
1800	Shaun	Woodward	Lab	http://publicwhip.com/mp.php?mpid=1800
1752	Phil	Woolas	Lab	http://publicwhip.com/mp.php?mpid=1752
1601	Anthony D	Wright	Lab	http://publicwhip.com/mp.php?mpid=1601
1871	David	Wright	Lab	http://publicwhip.com/mp.php?mpid=1871
1620	Iain	Wright	Lab	http://publicwhip.com/mp.php?mpid=1620
1791	Jeremy	Wright	Con	http://publicwhip.com/mp.php?mpid=1791
1478	Tony	Wright	Lab	http://publicwhip.com/mp.php?mpid=1478
1819	Derek	Wyatt	Lab	http://publicwhip.com/mp.php?mpid=1819
1853	Tim	Yeo	Con	http://publicwhip.com/mp.php?mpid=1853
1613	George	Young	Con	http://publicwhip.com/mp.php?mpid=1613
1870	Richard	Younger-Ross	LDem	http://publicwhip.com/mp.php?mpid=1870




