file: votematrix-2001.csv covering commons parliament 2001
file created: Sat Feb  9 11:29:58 2013by http://www.publicwhip.org.uk/
672 mps
1246 divisions



Data Values
      missing: -9
      tellaye: 1
      aye: 2
      both: 3
      no: 4
      tellno: 5



Variables match to MP names as mpidXXX where XXX is the mpid number below

mpid	firstname	surname	party	PublicWhip URL
710	Norman	Baker	LDem	http://publicwhip.com/mp.php?mpid=710
711	Tony	Baldry	Con	http://publicwhip.com/mp.php?mpid=711
712	Tony	Banks	Lab	http://publicwhip.com/mp.php?mpid=712
713	Gregory	Barker	Con	http://publicwhip.com/mp.php?mpid=713
714	Harry	Barnes	Lab	http://publicwhip.com/mp.php?mpid=714
715	John	Baron	Con	http://publicwhip.com/mp.php?mpid=715
716	John	Barrett	LDem	http://publicwhip.com/mp.php?mpid=716
717	Kevin	Barron	Lab	http://publicwhip.com/mp.php?mpid=717
718	John	Battle	Lab	http://publicwhip.com/mp.php?mpid=718
719	Hugh	Bayley	Lab	http://publicwhip.com/mp.php?mpid=719
720	Nigel	Beard	Lab	http://publicwhip.com/mp.php?mpid=720
721	Margaret	Beckett	Lab	http://publicwhip.com/mp.php?mpid=721
722	Anne	Begg	Lab	http://publicwhip.com/mp.php?mpid=722
723	Roy	Beggs	UUP	http://publicwhip.com/mp.php?mpid=723
724	Alan	Beith	LDem	http://publicwhip.com/mp.php?mpid=724
725	Stuart	Bell	Lab	http://publicwhip.com/mp.php?mpid=725
726	Henry	Bellingham	Con	http://publicwhip.com/mp.php?mpid=726
727	Hilary	Benn	Lab	http://publicwhip.com/mp.php?mpid=727
728	Andrew	Bennett	Lab	http://publicwhip.com/mp.php?mpid=728
729	Joe	Benton	Lab	http://publicwhip.com/mp.php?mpid=729
730	John	Bercow	Con	http://publicwhip.com/mp.php?mpid=730
731	Paul	Beresford	Con	http://publicwhip.com/mp.php?mpid=731
732	Roger	Berry	Lab	http://publicwhip.com/mp.php?mpid=732
733	Harold	Best	Lab	http://publicwhip.com/mp.php?mpid=733
734	Clive	Betts	Lab	http://publicwhip.com/mp.php?mpid=734
735	Liz	Blackman	Lab	http://publicwhip.com/mp.php?mpid=735
736	Tony	Blair	Lab	http://publicwhip.com/mp.php?mpid=736
737	Hazel	Blears	Lab	http://publicwhip.com/mp.php?mpid=737
738	Bob	Blizzard	Lab	http://publicwhip.com/mp.php?mpid=738
739	David	Blunkett	Lab	http://publicwhip.com/mp.php?mpid=739
740	Crispin	Blunt	Con	http://publicwhip.com/mp.php?mpid=740
741	Paul	Boateng	Lab	http://publicwhip.com/mp.php?mpid=741
742	David	Borrow	Lab	http://publicwhip.com/mp.php?mpid=742
743	Tim	Boswell	Con	http://publicwhip.com/mp.php?mpid=743
744	Peter	Bottomley	Con	http://publicwhip.com/mp.php?mpid=744
745	Virginia	Bottomley	Con	http://publicwhip.com/mp.php?mpid=745
746	Keith	Bradley	Lab	http://publicwhip.com/mp.php?mpid=746
747	Peter	Bradley	Lab	http://publicwhip.com/mp.php?mpid=747
748	Ben	Bradshaw	Lab	http://publicwhip.com/mp.php?mpid=748
749	Graham	Brady	Con	http://publicwhip.com/mp.php?mpid=749
750	Tom	Brake	LDem	http://publicwhip.com/mp.php?mpid=750
751	Julian	Brazier	Con	http://publicwhip.com/mp.php?mpid=751
752	Colin	Breed	LDem	http://publicwhip.com/mp.php?mpid=752
753	Kevin	Brennan	Lab	http://publicwhip.com/mp.php?mpid=753
754	Annette	Brooke	LDem	http://publicwhip.com/mp.php?mpid=754
755	Gordon	Brown	Lab	http://publicwhip.com/mp.php?mpid=755
756	Nick	Brown	Lab	http://publicwhip.com/mp.php?mpid=756
757	Russell	Brown	Lab	http://publicwhip.com/mp.php?mpid=757
758	Des	Browne	Lab	http://publicwhip.com/mp.php?mpid=758
759	Angela	Browning	Con	http://publicwhip.com/mp.php?mpid=759
760	Malcolm	Bruce	LDem	http://publicwhip.com/mp.php?mpid=760
761	Chris	Bryant	Lab	http://publicwhip.com/mp.php?mpid=761
762	Karen	Buck	Lab	http://publicwhip.com/mp.php?mpid=762
763	Richard	Burden	Lab	http://publicwhip.com/mp.php?mpid=763
764	Colin	Burgon	Lab	http://publicwhip.com/mp.php?mpid=764
765	John	Burnett	LDem	http://publicwhip.com/mp.php?mpid=765
766	Andy	Burnham	Lab	http://publicwhip.com/mp.php?mpid=766
767	Simon	Burns	Con	http://publicwhip.com/mp.php?mpid=767
768	David	Burnside	UUP	http://publicwhip.com/mp.php?mpid=768
1351	David	Burnside	Ind UU	http://publicwhip.com/mp.php?mpid=1351
1356	David	Burnside	UUP	http://publicwhip.com/mp.php?mpid=1356
769	Paul	Burstow	LDem	http://publicwhip.com/mp.php?mpid=769
770	Alistair	Burt	Con	http://publicwhip.com/mp.php?mpid=770
771	John	Butterfill	Con	http://publicwhip.com/mp.php?mpid=771
772	Stephen	Byers	Lab	http://publicwhip.com/mp.php?mpid=772
1360	Liam	Byrne	Lab	http://publicwhip.com/mp.php?mpid=1360
773	Vincent	Cable	LDem	http://publicwhip.com/mp.php?mpid=773
774	Richard	Caborn	Lab	http://publicwhip.com/mp.php?mpid=774
775	David	Cairns	Lab	http://publicwhip.com/mp.php?mpid=775
776	Patsy	Calton	LDem	http://publicwhip.com/mp.php?mpid=776
777	David	Cameron	Con	http://publicwhip.com/mp.php?mpid=777
778	Alan	Campbell	Lab	http://publicwhip.com/mp.php?mpid=778
779	Anne	Campbell	Lab	http://publicwhip.com/mp.php?mpid=779
780	Gregory	Campbell	DUP	http://publicwhip.com/mp.php?mpid=780
781	Menzies	Campbell	LDem	http://publicwhip.com/mp.php?mpid=781
782	Ronnie	Campbell	Lab	http://publicwhip.com/mp.php?mpid=782
783	Jamie	Cann	Lab	http://publicwhip.com/mp.php?mpid=783
784	Ivor	Caplin	Lab	http://publicwhip.com/mp.php?mpid=784
785	Alistair	Carmichael	LDem	http://publicwhip.com/mp.php?mpid=785
786	Roger	Casale	Lab	http://publicwhip.com/mp.php?mpid=786
787	William	Cash	Con	http://publicwhip.com/mp.php?mpid=787
788	Martin	Caton	Lab	http://publicwhip.com/mp.php?mpid=788
789	Ian	Cawsey	Lab	http://publicwhip.com/mp.php?mpid=789
790	Colin	Challen	Lab	http://publicwhip.com/mp.php?mpid=790
791	Ben	Chapman	Lab	http://publicwhip.com/mp.php?mpid=791
792	Sydney	Chapman	Con	http://publicwhip.com/mp.php?mpid=792
793	David	Chaytor	Lab	http://publicwhip.com/mp.php?mpid=793
794	David	Chidgey	LDem	http://publicwhip.com/mp.php?mpid=794
795	Christopher	Chope	Con	http://publicwhip.com/mp.php?mpid=795
796	Michael	Clapham	Lab	http://publicwhip.com/mp.php?mpid=796
797	James	Clappison	Con	http://publicwhip.com/mp.php?mpid=797
798	Helen	Clark	Lab	http://publicwhip.com/mp.php?mpid=798
799	Lynda	Clark	Lab	http://publicwhip.com/mp.php?mpid=799
800	Paul	Clark	Lab	http://publicwhip.com/mp.php?mpid=800
801	Charles	Clarke	Lab	http://publicwhip.com/mp.php?mpid=801
802	Kenneth	Clarke	Con	http://publicwhip.com/mp.php?mpid=802
803	Tom	Clarke	Lab	http://publicwhip.com/mp.php?mpid=803
804	Tony	Clarke	Lab	http://publicwhip.com/mp.php?mpid=804
805	David	Clelland	Lab	http://publicwhip.com/mp.php?mpid=805
806	Geoffrey	Clifton-Brown	Con	http://publicwhip.com/mp.php?mpid=806
807	Ann	Clwyd	Lab	http://publicwhip.com/mp.php?mpid=807
808	Vernon	Coaker	Lab	http://publicwhip.com/mp.php?mpid=808
809	Ann	Coffey	Lab	http://publicwhip.com/mp.php?mpid=809
810	Harry	Cohen	Lab	http://publicwhip.com/mp.php?mpid=810
811	Iain	Coleman	Lab	http://publicwhip.com/mp.php?mpid=811
812	Tim	Collins	Con	http://publicwhip.com/mp.php?mpid=812
813	Tony	Colman	Lab	http://publicwhip.com/mp.php?mpid=813
814	Michael	Connarty	Lab	http://publicwhip.com/mp.php?mpid=814
815	Derek	Conway	Con	http://publicwhip.com/mp.php?mpid=815
816	Frank	Cook	Lab	http://publicwhip.com/mp.php?mpid=816
817	Robin	Cook	Lab	http://publicwhip.com/mp.php?mpid=817
818	Yvette	Cooper	Lab	http://publicwhip.com/mp.php?mpid=818
819	Jeremy	Corbyn	Lab	http://publicwhip.com/mp.php?mpid=819
820	Patrick	Cormack	Con	http://publicwhip.com/mp.php?mpid=820
821	Jean	Corston	Lab	http://publicwhip.com/mp.php?mpid=821
822	Brian	Cotter	LDem	http://publicwhip.com/mp.php?mpid=822
823	Jim	Cousins	Lab	http://publicwhip.com/mp.php?mpid=823
824	Tom	Cox	Lab	http://publicwhip.com/mp.php?mpid=824
825	James	Cran	Con	http://publicwhip.com/mp.php?mpid=825
826	Ross	Cranston	Lab	http://publicwhip.com/mp.php?mpid=826
827	David	Crausby	Lab	http://publicwhip.com/mp.php?mpid=827
828	Jon	Cruddas	Lab	http://publicwhip.com/mp.php?mpid=828
829	Ann	Cryer	Lab	http://publicwhip.com/mp.php?mpid=829
830	John	Cryer	Lab	http://publicwhip.com/mp.php?mpid=830
831	John	Cummings	Lab	http://publicwhip.com/mp.php?mpid=831
832	Jack	Cunningham	Lab	http://publicwhip.com/mp.php?mpid=832
833	Jim	Cunningham	Lab	http://publicwhip.com/mp.php?mpid=833
834	Tony	Cunningham	Lab	http://publicwhip.com/mp.php?mpid=834
835	David	Curry	Con	http://publicwhip.com/mp.php?mpid=835
836	Claire	Curtis-Thomas	Lab	http://publicwhip.com/mp.php?mpid=836
837	Paul	Daisley	Lab	http://publicwhip.com/mp.php?mpid=837
838	Tam	Dalyell	Lab	http://publicwhip.com/mp.php?mpid=838
839	Alistair	Darling	Lab	http://publicwhip.com/mp.php?mpid=839
840	Edward	Davey	LDem	http://publicwhip.com/mp.php?mpid=840
841	Valerie	Davey	Lab	http://publicwhip.com/mp.php?mpid=841
842	Wayne	David	Lab	http://publicwhip.com/mp.php?mpid=842
843	Ian	Davidson	Lab	http://publicwhip.com/mp.php?mpid=843
844	Denzil	Davies	Lab	http://publicwhip.com/mp.php?mpid=844
845	Geraint	Davies	Lab	http://publicwhip.com/mp.php?mpid=845
846	Quentin	Davies	Con	http://publicwhip.com/mp.php?mpid=846
847	David	Davis	Con	http://publicwhip.com/mp.php?mpid=847
848	Terry	Davis	Lab	http://publicwhip.com/mp.php?mpid=848
849	Hilton	Dawson	Lab	http://publicwhip.com/mp.php?mpid=849
850	Janet	Dean	Lab	http://publicwhip.com/mp.php?mpid=850
851	John	Denham	Lab	http://publicwhip.com/mp.php?mpid=851
852	Parmjit	Dhanda	Lab	http://publicwhip.com/mp.php?mpid=852
853	Andrew	Dismore	Lab	http://publicwhip.com/mp.php?mpid=853
854	Jonathan	Djanogly	Con	http://publicwhip.com/mp.php?mpid=854
855	Jim	Dobbin	Lab	http://publicwhip.com/mp.php?mpid=855
856	Frank	Dobson	Lab	http://publicwhip.com/mp.php?mpid=856
857	Nigel	Dodds	DUP	http://publicwhip.com/mp.php?mpid=857
859	Jeffrey M	Donaldson	UUP	http://publicwhip.com/mp.php?mpid=859
1352	Jeffrey M	Donaldson	Ind UU	http://publicwhip.com/mp.php?mpid=1352
1355	Jeffrey M	Donaldson	DUP	http://publicwhip.com/mp.php?mpid=1355
860	Brian H	Donohoe	Lab	http://publicwhip.com/mp.php?mpid=860
861	Frank	Doran	Lab	http://publicwhip.com/mp.php?mpid=861
862	Stephen	Dorrell	Con	http://publicwhip.com/mp.php?mpid=862
863	Sue	Doughty	LDem	http://publicwhip.com/mp.php?mpid=863
864	Jim	Dowd	Lab	http://publicwhip.com/mp.php?mpid=864
865	David	Drew	Lab	http://publicwhip.com/mp.php?mpid=865
866	Julia	Drown	Lab	http://publicwhip.com/mp.php?mpid=866
867	Alan	Duncan	Con	http://publicwhip.com/mp.php?mpid=867
868	Peter	Duncan	Con	http://publicwhip.com/mp.php?mpid=868
869	Iain	Duncan Smith	Con	http://publicwhip.com/mp.php?mpid=869
870	Gwyneth	Dunwoody	Lab	http://publicwhip.com/mp.php?mpid=870
871	Angela	Eagle	Lab	http://publicwhip.com/mp.php?mpid=871
872	Maria	Eagle	Lab	http://publicwhip.com/mp.php?mpid=872
873	Huw	Edwards	Lab	http://publicwhip.com/mp.php?mpid=873
874	Clive	Efford	Lab	http://publicwhip.com/mp.php?mpid=874
875	Louise	Ellman	Lab	http://publicwhip.com/mp.php?mpid=875
876	Jeff	Ennis	Lab	http://publicwhip.com/mp.php?mpid=876
877	Bill	Etherington	Lab	http://publicwhip.com/mp.php?mpid=877
878	Nigel	Evans	Con	http://publicwhip.com/mp.php?mpid=878
879	Annabelle	Ewing	SNP	http://publicwhip.com/mp.php?mpid=879
880	Michael	Fabricant	Con	http://publicwhip.com/mp.php?mpid=880
881	Michael	Fallon	Con	http://publicwhip.com/mp.php?mpid=881
882	Paul	Farrelly	Lab	http://publicwhip.com/mp.php?mpid=882
883	Frank	Field	Lab	http://publicwhip.com/mp.php?mpid=883
884	Mark	Field	Con	http://publicwhip.com/mp.php?mpid=884
885	Mark	Fisher	Lab	http://publicwhip.com/mp.php?mpid=885
886	Jim	Fitzpatrick	Lab	http://publicwhip.com/mp.php?mpid=886
887	Lorna	Fitzsimons	Lab	http://publicwhip.com/mp.php?mpid=887
888	Howard	Flight	Con	http://publicwhip.com/mp.php?mpid=888
1366	Howard	Flight	Ind	http://publicwhip.com/mp.php?mpid=1366
889	Caroline	Flint	Lab	http://publicwhip.com/mp.php?mpid=889
890	Adrian	Flook	Con	http://publicwhip.com/mp.php?mpid=890
891	Paul	Flynn	Lab	http://publicwhip.com/mp.php?mpid=891
892	Barbara	Follett	Lab	http://publicwhip.com/mp.php?mpid=892
893	Eric	Forth	Con	http://publicwhip.com/mp.php?mpid=893
894	Derek	Foster	Lab	http://publicwhip.com/mp.php?mpid=894
895	Don	Foster	LDem	http://publicwhip.com/mp.php?mpid=895
896	Michael	Foster	Lab	http://publicwhip.com/mp.php?mpid=896
897	Michael Jabez	Foster	Lab	http://publicwhip.com/mp.php?mpid=897
898	George	Foulkes	Lab	http://publicwhip.com/mp.php?mpid=898
899	Liam	Fox	Con	http://publicwhip.com/mp.php?mpid=899
900	Hywel	Francis	Lab	http://publicwhip.com/mp.php?mpid=900
901	Mark	Francois	Con	http://publicwhip.com/mp.php?mpid=901
902	Roger	Gale	Con	http://publicwhip.com/mp.php?mpid=902
903	George	Galloway	Lab	http://publicwhip.com/mp.php?mpid=903
1354	George	Galloway	Ind	http://publicwhip.com/mp.php?mpid=1354
904	Mike	Gapes	Lab	http://publicwhip.com/mp.php?mpid=904
905	Barry	Gardiner	Lab	http://publicwhip.com/mp.php?mpid=905
906	Edward	Garnier	Con	http://publicwhip.com/mp.php?mpid=906
907	Andrew	George	LDem	http://publicwhip.com/mp.php?mpid=907
908	Bruce	George	Lab	http://publicwhip.com/mp.php?mpid=908
909	Neil	Gerrard	Lab	http://publicwhip.com/mp.php?mpid=909
910	Nick	Gibb	Con	http://publicwhip.com/mp.php?mpid=910
911	Ian	Gibson	Lab	http://publicwhip.com/mp.php?mpid=911
912	Sandra	Gidley	LDem	http://publicwhip.com/mp.php?mpid=912
1361	Parmjit	Gill	LDem	http://publicwhip.com/mp.php?mpid=1361
914	Cheryl	Gillan	Con	http://publicwhip.com/mp.php?mpid=914
915	Linda	Gilroy	Lab	http://publicwhip.com/mp.php?mpid=915
916	Roger	Godsiff	Lab	http://publicwhip.com/mp.php?mpid=916
917	Paul	Goggins	Lab	http://publicwhip.com/mp.php?mpid=917
918	Paul	Goodman	Con	http://publicwhip.com/mp.php?mpid=918
919	James	Gray	Con	http://publicwhip.com/mp.php?mpid=919
920	Chris	Grayling	Con	http://publicwhip.com/mp.php?mpid=920
921	Damian	Green	Con	http://publicwhip.com/mp.php?mpid=921
922	Matthew	Green	LDem	http://publicwhip.com/mp.php?mpid=922
923	John	Greenway	Con	http://publicwhip.com/mp.php?mpid=923
924	Dominic	Grieve	Con	http://publicwhip.com/mp.php?mpid=924
925	Jane	Griffiths	Lab	http://publicwhip.com/mp.php?mpid=925
926	Nigel	Griffiths	Lab	http://publicwhip.com/mp.php?mpid=926
927	Win	Griffiths	Lab	http://publicwhip.com/mp.php?mpid=927
928	John	Grogan	Lab	http://publicwhip.com/mp.php?mpid=928
929	John	Gummer	Con	http://publicwhip.com/mp.php?mpid=929
930	William	Hague	Con	http://publicwhip.com/mp.php?mpid=930
931	Peter	Hain	Lab	http://publicwhip.com/mp.php?mpid=931
932	Mike	Hall	Lab	http://publicwhip.com/mp.php?mpid=932
933	Patrick	Hall	Lab	http://publicwhip.com/mp.php?mpid=933
934	David	Hamilton	Lab	http://publicwhip.com/mp.php?mpid=934
935	Fabian	Hamilton	Lab	http://publicwhip.com/mp.php?mpid=935
936	Philip	Hammond	Con	http://publicwhip.com/mp.php?mpid=936
937	Mike	Hancock	LDem	http://publicwhip.com/mp.php?mpid=937
938	David	Hanson	Lab	http://publicwhip.com/mp.php?mpid=938
939	Harriet	Harman	Lab	http://publicwhip.com/mp.php?mpid=939
940	Evan	Harris	LDem	http://publicwhip.com/mp.php?mpid=940
941	Tom	Harris	Lab	http://publicwhip.com/mp.php?mpid=941
942	Nick	Harvey	LDem	http://publicwhip.com/mp.php?mpid=942
944	Dai	Havard	Lab	http://publicwhip.com/mp.php?mpid=944
945	Nick	Hawkins	Con	http://publicwhip.com/mp.php?mpid=945
946	John	Hayes	Con	http://publicwhip.com/mp.php?mpid=946
948	Oliver	Heald	Con	http://publicwhip.com/mp.php?mpid=948
949	John	Healey	Lab	http://publicwhip.com/mp.php?mpid=949
950	David	Heath	LDem	http://publicwhip.com/mp.php?mpid=950
951	David	Heathcoat-Amory	Con	http://publicwhip.com/mp.php?mpid=951
952	Doug	Henderson	Lab	http://publicwhip.com/mp.php?mpid=952
953	Ivan	Henderson	Lab	http://publicwhip.com/mp.php?mpid=953
954	Mark	Hendrick	Lab	http://publicwhip.com/mp.php?mpid=954
955	Charles	Hendry	Con	http://publicwhip.com/mp.php?mpid=955
956	Stephen	Hepburn	Lab	http://publicwhip.com/mp.php?mpid=956
957	John	Heppell	Lab	http://publicwhip.com/mp.php?mpid=957
958	Lady	Hermon	UUP	http://publicwhip.com/mp.php?mpid=958
959	Stephen	Hesford	Lab	http://publicwhip.com/mp.php?mpid=959
960	Patricia	Hewitt	Lab	http://publicwhip.com/mp.php?mpid=960
961	David	Heyes	Lab	http://publicwhip.com/mp.php?mpid=961
962	Keith	Hill	Lab	http://publicwhip.com/mp.php?mpid=962
963	David	Hinchliffe	Lab	http://publicwhip.com/mp.php?mpid=963
964	Mark	Hoban	Con	http://publicwhip.com/mp.php?mpid=964
965	Margaret	Hodge	Lab	http://publicwhip.com/mp.php?mpid=965
966	Kate	Hoey	Lab	http://publicwhip.com/mp.php?mpid=966
967	Douglas	Hogg	Con	http://publicwhip.com/mp.php?mpid=967
968	Paul	Holmes	LDem	http://publicwhip.com/mp.php?mpid=968
969	Jimmy	Hood	Lab	http://publicwhip.com/mp.php?mpid=969
970	Geoff	Hoon	Lab	http://publicwhip.com/mp.php?mpid=970
971	Phil	Hope	Lab	http://publicwhip.com/mp.php?mpid=971
972	Kelvin	Hopkins	Lab	http://publicwhip.com/mp.php?mpid=972
973	John	Horam	Con	http://publicwhip.com/mp.php?mpid=973
974	Michael	Howard	Con	http://publicwhip.com/mp.php?mpid=974
975	Alan	Howarth	Lab	http://publicwhip.com/mp.php?mpid=975
976	George	Howarth	Lab	http://publicwhip.com/mp.php?mpid=976
977	Gerald	Howarth	Con	http://publicwhip.com/mp.php?mpid=977
978	Kim	Howells	Lab	http://publicwhip.com/mp.php?mpid=978
979	Lindsay	Hoyle	Lab	http://publicwhip.com/mp.php?mpid=979
980	Beverley	Hughes	Lab	http://publicwhip.com/mp.php?mpid=980
981	Kevin	Hughes	Lab	http://publicwhip.com/mp.php?mpid=981
982	Simon	Hughes	LDem	http://publicwhip.com/mp.php?mpid=982
983	Joan	Humble	Lab	http://publicwhip.com/mp.php?mpid=983
984	John	Hume	SDLP	http://publicwhip.com/mp.php?mpid=984
985	Andrew	Hunter	Con	http://publicwhip.com/mp.php?mpid=985
1349	Andrew	Hunter	Ind Con	http://publicwhip.com/mp.php?mpid=1349
1363	Andrew	Hunter	DUP	http://publicwhip.com/mp.php?mpid=1363
986	Alan	Hurst	Lab	http://publicwhip.com/mp.php?mpid=986
987	John	Hutton	Lab	http://publicwhip.com/mp.php?mpid=987
988	Brian	Iddon	Lab	http://publicwhip.com/mp.php?mpid=988
989	Eric	Illsley	Lab	http://publicwhip.com/mp.php?mpid=989
990	Adam	Ingram	Lab	http://publicwhip.com/mp.php?mpid=990
1347	Huw	Irranca-Davies	Lab	http://publicwhip.com/mp.php?mpid=1347
991	Michael	Jack	Con	http://publicwhip.com/mp.php?mpid=991
992	Glenda	Jackson	Lab	http://publicwhip.com/mp.php?mpid=992
993	Helen	Jackson	Lab	http://publicwhip.com/mp.php?mpid=993
994	Robert	Jackson	Con	http://publicwhip.com/mp.php?mpid=994
1364	Robert	Jackson	Lab	http://publicwhip.com/mp.php?mpid=1364
995	David	Jamieson	Lab	http://publicwhip.com/mp.php?mpid=995
996	Bernard	Jenkin	Con	http://publicwhip.com/mp.php?mpid=996
997	Brian	Jenkins	Lab	http://publicwhip.com/mp.php?mpid=997
998	Alan	Johnson	Lab	http://publicwhip.com/mp.php?mpid=998
999	Boris	Johnson	Con	http://publicwhip.com/mp.php?mpid=999
1000	Melanie	Johnson	Lab	http://publicwhip.com/mp.php?mpid=1000
1001	Helen	Jones	Lab	http://publicwhip.com/mp.php?mpid=1001
1002	Jon Owen	Jones	Lab	http://publicwhip.com/mp.php?mpid=1002
1003	Kevan	Jones	Lab	http://publicwhip.com/mp.php?mpid=1003
1004	Lynne	Jones	Lab	http://publicwhip.com/mp.php?mpid=1004
1005	Martyn	Jones	Lab	http://publicwhip.com/mp.php?mpid=1005
1006	Nigel	Jones	LDem	http://publicwhip.com/mp.php?mpid=1006
1007	Tessa	Jowell	Lab	http://publicwhip.com/mp.php?mpid=1007
1008	Eric	Joyce	Lab	http://publicwhip.com/mp.php?mpid=1008
1009	Gerald	Kaufman	Lab	http://publicwhip.com/mp.php?mpid=1009
1010	Sally	Keeble	Lab	http://publicwhip.com/mp.php?mpid=1010
1011	Alan	Keen	Lab	http://publicwhip.com/mp.php?mpid=1011
1012	Ann	Keen	Lab	http://publicwhip.com/mp.php?mpid=1012
1013	Paul	Keetch	LDem	http://publicwhip.com/mp.php?mpid=1013
1014	Ruth	Kelly	Lab	http://publicwhip.com/mp.php?mpid=1014
1015	Fraser	Kemp	Lab	http://publicwhip.com/mp.php?mpid=1015
1016	Charles	Kennedy	LDem	http://publicwhip.com/mp.php?mpid=1016
1017	Jane	Kennedy	Lab	http://publicwhip.com/mp.php?mpid=1017
1018	Robert	Key	Con	http://publicwhip.com/mp.php?mpid=1018
1019	Piara S	Khabra	Lab	http://publicwhip.com/mp.php?mpid=1019
1020	David	Kidney	Lab	http://publicwhip.com/mp.php?mpid=1020
1021	Peter	Kilfoyle	Lab	http://publicwhip.com/mp.php?mpid=1021
1022	Andy	King	Lab	http://publicwhip.com/mp.php?mpid=1022
1023	Oona	King	Lab	http://publicwhip.com/mp.php?mpid=1023
1024	Julie	Kirkbride	Con	http://publicwhip.com/mp.php?mpid=1024
1025	Archy	Kirkwood	LDem	http://publicwhip.com/mp.php?mpid=1025
1026	Greg	Knight	Con	http://publicwhip.com/mp.php?mpid=1026
1027	Jim	Knight	Lab	http://publicwhip.com/mp.php?mpid=1027
1028	Ashok	Kumar	Lab	http://publicwhip.com/mp.php?mpid=1028
1029	Stephen	Ladyman	Lab	http://publicwhip.com/mp.php?mpid=1029
1030	Eleanor	Laing	Con	http://publicwhip.com/mp.php?mpid=1030
1031	Jacqui	Lait	Con	http://publicwhip.com/mp.php?mpid=1031
1032	Norman	Lamb	LDem	http://publicwhip.com/mp.php?mpid=1032
1033	David	Lammy	Lab	http://publicwhip.com/mp.php?mpid=1033
1034	Andrew	Lansley	Con	http://publicwhip.com/mp.php?mpid=1034
1035	Jackie	Lawrence	Lab	http://publicwhip.com/mp.php?mpid=1035
1036	David	Laws	LDem	http://publicwhip.com/mp.php?mpid=1036
1037	Bob	Laxton	Lab	http://publicwhip.com/mp.php?mpid=1037
1038	Mark	Lazarowicz	Lab	http://publicwhip.com/mp.php?mpid=1038
1039	Edward	Leigh	Con	http://publicwhip.com/mp.php?mpid=1039
1040	David	Lepper	Lab	http://publicwhip.com/mp.php?mpid=1040
1041	Christopher	Leslie	Lab	http://publicwhip.com/mp.php?mpid=1041
1042	Oliver	Letwin	Con	http://publicwhip.com/mp.php?mpid=1042
1043	Tom	Levitt	Lab	http://publicwhip.com/mp.php?mpid=1043
1044	Ivan	Lewis	Lab	http://publicwhip.com/mp.php?mpid=1044
1045	Julian	Lewis	Con	http://publicwhip.com/mp.php?mpid=1045
1046	Terry	Lewis	Lab	http://publicwhip.com/mp.php?mpid=1046
1047	Helen	Liddell	Lab	http://publicwhip.com/mp.php?mpid=1047
1048	Ian	Liddell-Grainger	Con	http://publicwhip.com/mp.php?mpid=1048
1049	David	Lidington	Con	http://publicwhip.com/mp.php?mpid=1049
1050	Peter	Lilley	Con	http://publicwhip.com/mp.php?mpid=1050
1051	Martin	Linton	Lab	http://publicwhip.com/mp.php?mpid=1051
1052	Tony	Lloyd	Lab	http://publicwhip.com/mp.php?mpid=1052
1053	Elfyn	Llwyd	PC	http://publicwhip.com/mp.php?mpid=1053
1055	Tim	Loughton	Con	http://publicwhip.com/mp.php?mpid=1055
1056	Andrew	Love	Lab	http://publicwhip.com/mp.php?mpid=1056
