rowid	date	voteno	Bill	mpid1368	mpid1369	mpid1370	mpid1371	mpid1372	mpid1373	mpid1374	mpid1375	mpid1376	mpid1377	mpid1378	mpid1379	mpid1380	mpid1381	mpid1382	mpid1383	mpid1384	mpid1385	mpid1386	mpid1387	mpid1388	mpid1389	mpid1390	mpid1391	mpid1392	mpid1393	mpid1394	mpid1395	mpid1396	mpid1397	mpid1398	mpid1399	mpid1400	mpid1401	mpid1402	mpid1404	mpid1405	mpid1406	mpid1407	mpid1408	mpid1409	mpid1410	mpid1411	mpid1412	mpid1413	mpid1414	mpid1415	mpid1416	mpid1417	mpid1418	mpid1419	mpid1420	mpid1421	mpid1422	mpid1423	mpid1424	mpid1425	mpid1426	mpid1427	mpid1428	mpid1429	mpid1430	mpid1431	mpid1432	mpid1433	mpid1434	mpid1435	mpid1436	mpid1437	mpid1438	mpid1439	mpid1440	mpid1441	mpid1442	mpid1443	mpid1444	mpid1445	mpid1446	mpid1447	mpid1448	mpid1449	mpid1450	mpid1451	mpid1452	mpid1453	mpid1454	mpid1455	mpid1456	mpid1457	mpid1458	mpid1459	mpid1460	mpid1461	mpid1462	mpid1463	mpid1464	mpid1465	mpid1466	mpid1467	mpid1468	mpid1469	mpid1470	mpid1471	mpid1472	mpid1473	mpid1474	mpid1475	mpid1476	mpid1477	mpid1478	mpid1479	mpid1480	mpid1481	mpid1482	mpid1483	mpid1484	mpid1485	mpid1486	mpid1487	mpid1488	mpid1489	mpid1490	mpid1491	mpid1493	mpid1494	mpid1495	mpid1496	mpid1497	mpid1498	mpid1499	mpid1500	mpid1501	mpid1502	mpid1503	mpid1504	mpid1505	mpid1506	mpid1507	mpid1508	mpid1509	mpid1510	mpid1511	mpid1512	mpid1513	mpid1514	mpid1515	mpid1516	mpid1517	mpid1518	mpid1519	mpid1520	mpid1521	mpid1522	mpid1523	mpid1524	mpid1525	mpid1526	mpid1527	mpid1528	mpid1529	mpid1530	mpid1531	mpid1532	mpid1533	mpid1534	mpid1535	mpid1536	mpid1537	mpid1538	mpid1539	mpid1540	mpid1541	mpid1542	mpid1543	mpid1544	mpid1545	mpid1546	mpid1547	mpid1548	mpid1549	mpid1550	mpid1551	mpid1552	mpid1553	mpid1554	mpid1555	mpid1556	mpid1557	mpid1558	mpid1559	mpid1560	mpid1561	mpid1562	mpid1563	mpid1564	mpid1565	mpid1566	mpid1567	mpid1568	mpid1569	mpid1570	mpid1571	mpid1572	mpid1573	mpid1574	mpid1575	mpid1576	mpid1577	mpid1578	mpid1579	mpid1580	mpid1581	mpid1582	mpid1583	mpid1584	mpid1586	mpid1587	mpid1588	mpid1589	mpid1590	mpid1591	mpid1592	mpid1593	mpid1594	mpid1595	mpid1596	mpid1597	mpid1598	mpid1599	mpid1600	mpid1601	mpid1602	mpid1603	mpid1604	mpid1605	mpid1607	mpid1608	mpid1609	mpid1610	mpid1611	mpid1612	mpid1613	mpid1614	mpid1615	mpid1616	mpid1617	mpid1618	mpid1619	mpid1620	mpid1621	mpid1622	mpid1623	mpid1624	mpid1625	mpid1626	mpid1627	mpid1628	mpid1629	mpid1630	mpid1631	mpid1632	mpid1633	mpid1634	mpid1635	mpid1636	mpid1637	mpid1638	mpid1639	mpid1640	mpid1641	mpid1642	mpid1643	mpid1644	mpid1645	mpid1646	mpid1647	mpid1648	mpid1649	mpid1650	mpid1651	mpid1652	mpid1653	mpid1654	mpid1655	mpid1656	mpid1657	mpid1658	mpid1659	mpid1660	mpid1661	mpid1662	mpid1663	mpid1664	mpid1665	mpid1666	mpid1667	mpid1668	mpid1669	mpid1670	mpid1671	mpid1672	mpid1673	mpid1674	mpid1675	mpid1676	mpid1677	mpid1678	mpid1679	mpid1680	mpid1681	mpid1682	mpid1683	mpid1684	mpid1685	mpid1686	mpid1687	mpid1688	mpid1689	mpid1690	mpid1691	mpid1692	mpid1693	mpid1694	mpid1695	mpid1696	mpid1697	mpid1698	mpid1699	mpid1700	mpid1701	mpid1702	mpid1703	mpid1704	mpid1705	mpid1706	mpid1707	mpid1708	mpid1709	mpid1710	mpid1711	mpid1712	mpid1713	mpid1714	mpid1715	mpid1716	mpid1717	mpid1718	mpid1719	mpid1720	mpid1721	mpid1722	mpid1723	mpid1724	mpid1725	mpid1726	mpid1727	mpid1728	mpid1729	mpid1730	mpid1731	mpid1732	mpid1733	mpid1735	mpid1736	mpid1737	mpid1738	mpid1739	mpid1740	mpid1741	mpid1742	mpid1743	mpid1744	mpid1745	mpid1746	mpid1747	mpid1748	mpid1749	mpid1750	mpid1751	mpid1752	mpid1753	mpid1754	mpid1755	mpid1756	mpid1757	mpid1758	mpid1759	mpid1760	mpid1761	mpid1762	mpid1763	mpid1764	mpid1765	mpid1766	mpid1767	mpid1768	mpid1769	mpid1770	mpid1771	mpid1772	mpid1773	mpid1774	mpid1775	mpid1776	mpid1777	mpid1778	mpid1779	mpid1780	mpid1781	mpid1782	mpid1783	mpid1784	mpid1785	mpid1786	mpid1787	mpid1788	mpid1789	mpid1790	mpid1791	mpid1792	mpid1793	mpid1794	mpid1795	mpid1796	mpid1798	mpid1799	mpid1800	mpid1801	mpid1802	mpid1803	mpid1804	mpid1805	mpid1806	mpid1807	mpid1808	mpid1809	mpid1810	mpid1811	mpid1812	mpid1813	mpid1814	mpid1815	mpid1816	mpid1817	mpid1818	mpid1819	mpid1820	mpid1821	mpid1822	mpid1823	mpid1824	mpid1825	mpid1826	mpid1827	mpid1828	mpid1829	mpid1830	mpid1831	mpid1832	mpid1833	mpid1834	mpid1836	mpid1837	mpid1838	mpid1839	mpid1840	mpid1841	mpid1842	mpid1843	mpid1844	mpid1845	mpid1846	mpid1847	mpid1848	mpid1849	mpid1850	mpid1852	mpid1853	mpid1854	mpid1855	mpid1856	mpid1857	mpid1858	mpid1859	mpid1860	mpid1861	mpid1862	mpid1863	mpid1864	mpid1865	mpid1866	mpid1867	mpid1868	mpid1869	mpid1870	mpid1871	mpid1872	mpid1873	mpid1874	mpid1875	mpid1876	mpid1877	mpid1878	mpid1879	mpid1880	mpid1881	mpid1882	mpid1883	mpid1884	mpid1885	mpid1886	mpid1887	mpid1888	mpid1891	mpid1892	mpid1893	mpid1894	mpid1895	mpid1896	mpid1897	mpid1898	mpid1899	mpid1900	mpid1901	mpid1902	mpid1903	mpid1904	mpid1905	mpid1906	mpid1907	mpid1908	mpid1909	mpid1910	mpid1911	mpid1912	mpid1913	mpid1914	mpid1915	mpid1916	mpid1917	mpid1918	mpid1919	mpid1920	mpid1921	mpid1922	mpid1923	mpid1924	mpid1925	mpid1926	mpid1927	mpid1928	mpid1929	mpid1930	mpid1931	mpid1932	mpid1933	mpid1934	mpid1935	mpid1936	mpid1937	mpid1938	mpid1939	mpid1940	mpid1941	mpid1942	mpid1943	mpid1944	mpid1945	mpid1946	mpid1947	mpid1948	mpid1949	mpid1950	mpid1951	mpid1952	mpid1953	mpid1954	mpid1955	mpid1956	mpid1957	mpid1958	mpid1959	mpid1960	mpid1961	mpid1962	mpid1963	mpid1964	mpid1965	mpid1966	mpid1967	mpid1968	mpid1969	mpid1970	mpid1971	mpid1972	mpid1973	mpid1974	mpid1976	mpid1977	mpid1978	mpid1979	mpid1980	mpid1981	mpid1982	mpid1983	mpid1984	mpid1985	mpid1986	mpid1987	mpid1989	mpid1990	mpid1991	mpid1992	mpid1993	mpid1994	mpid1995	mpid1996	mpid1997	mpid1998	mpid1999	mpid2000	mpid2001	mpid2002	mpid2003	mpid2004	mpid2005	mpid2006	mpid2007	mpid2008	mpid2009	mpid2010	mpid2011	mpid2012	mpid2013	mpid2015	mpid2016	mpid2020	mpid2021	mpid2022	mpid2023	mpid2024	mpid2025	mpid2026	mpid2027	mpid2028	mpid2029	mpid2030	mpid2031	mpid2032	mpid2033	mpid2034	mpid2035	mpid2036	mpid2037	mpid2038	mpid40032	mpid40033	
30064	2010-04-08	135	Sustainable Communities Act 2007 (Amendment) Bill - Clause 29 - Referendum on voting systems	2	 2	 -9	 2	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 -9	 -9	 4	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 2	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 1	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 -9	 2	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 4	 2	 2	 2	 -9	 -9	 -9	 5	 2	 -9	 -9	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 2	 2	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 2	 2	 2	 -9	 4	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 2	 2	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 2	 2	 2	 2	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 -9	 -9	 4	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 -9	 4	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 2	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 4	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 4	 -9	 4	 -9	 2	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 2	 -9	 2	 -9	 2	 2	 2	 -9	 2	 -9	 -9	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 1	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 5	 -9	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 4	 -9	 -9	 -9	 2	 
30038	2010-04-08	134	Sustainable Communities Act 2007 (Amendment) Bill - Clause 29 - Referendum on voting systems	2	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 -9	 -9	 4	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 4	 -9	 -9	 2	 2	 2	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 1	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 -9	 2	 -9	 4	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 -9	 2	 -9	 4	 2	 2	 2	 -9	 -9	 -9	 5	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 2	 2	 -9	 -9	 2	 1	 2	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 2	 4	 2	 -9	 4	 -9	 2	 2	 -9	 -9	 -9	 3	 -9	 -9	 2	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 2	 2	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 2	 2	 2	 2	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 4	 2	 2	 -9	 2	 -9	 2	 -9	 4	 -9	 2	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 4	 -9	 -9	 -9	 -9	 2	 -9	 2	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 2	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 2	 2	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 4	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 4	 -9	 4	 -9	 2	 -9	 2	 -9	 2	 -9	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 -9	 2	 -9	 2	 2	 2	 -9	 2	 -9	 -9	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 -9	 5	 -9	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 4	 -9	 -9	 -9	 2	 
30037	2010-04-08	133	Sustainable Communities Act 2007 (Amendment) Bill - Clause 2 - New procedure for proposals under Sustainable Communities Act 2007	4	 4	 -9	 -9	 4	 -9	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 4	 -9	 4	 -9	 4	 -9	 -9	 -9	 -9	 4	 -9	 -9	 4	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 4	 -9	 -9	 4	 -9	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 -9	 4	 -9	 -9	 4	 4	 4	 4	 4	 -9	 4	 -9	 4	 4	 -9	 4	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 4	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 4	 4	 4	 -9	 -9	 -9	 4	 -9	 -9	 -9	 4	 -9	 4	 -9	 -9	 -9	 4	 -9	 4	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 1	 -9	 -9	 4	 -9	 4	 4	 2	 4	 -9	 -9	 -9	 4	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 4	 4	 4	 -9	 4	 4	 -9	 4	 -9	 4	 -9	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 -9	 4	 -9	 -9	 4	 4	 4	 4	 -9	 -9	 -9	 4	 -9	 4	 4	 -9	 -9	 1	 5	 4	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 4	 -9	 -9	 -9	 -9	 -9	 4	 4	 -9	 -9	 4	 4	 4	 -9	 4	 -9	 4	 4	 -9	 -9	 -9	 4	 -9	 -9	 4	 -9	 -9	 4	 -9	 -9	 -9	 -9	 4	 4	 4	 -9	 4	 -9	 -9	 -9	 4	 -9	 4	 -9	 4	 4	 -9	 4	 -9	 -9	 4	 -9	 4	 -9	 4	 4	 4	 -9	 -9	 -9	 -9	 -9	 4	 -9	 4	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 4	 4	 -9	 4	 4	 4	 4	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 4	 -9	 -9	 4	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 4	 4	 4	 -9	 4	 -9	 4	 -9	 4	 -9	 -9	 -9	 4	 -9	 4	 4	 -9	 -9	 4	 4	 -9	 -9	 4	 4	 -9	 -9	 4	 4	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 4	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 4	 4	 4	 -9	 4	 4	 -9	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 4	 -9	 4	 -9	 4	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 4	 -9	 4	 -9	 4	 -9	 -9	 4	 4	 -9	 4	 4	 4	 4	 -9	 4	 -9	 4	 4	 4	 -9	 4	 -9	 -9	 4	 4	 -9	 -9	 -9	 4	 -9	 4	 5	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 4	 4	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 4	 -9	 4	 4	 -9	 4	 -9	 4	 -9	 4	 4	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 4	 -9	 -9	 -9	 -9	 4	 4	 -9	 4	 -9	 -9	 4	 -9	 4	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 4	 -9	 4	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 4	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 4	 
30027	2010-04-07	132	Business of the House - New Clause 2 - Consultation and Parliamentary scrutiny	2	 -9	 -9	 -9	 2	 -9	 -9	 4	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 2	 2	 -9	 2	 4	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 4	 -9	 5	 2	 -9	 2	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 1	 2	 2	 -9	 -9	 -9	 -9	 4	 -9	 2	 2	 -9	 2	 -9	 -9	 -9	 -9	 2	 4	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 2	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 2	 -9	 4	 2	 -9	 2	 2	 2	 -9	 4	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 2	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 2	 2	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 -9	 4	 2	 4	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 4	 -9	 2	 -9	 4	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 2	 2	 -9	 2	 -9	 2	 -9	 -9	 2	 4	 -9	 4	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 2	 -9	 4	 -9	 2	 -9	 -9	 -9	 2	 2	 -9	 2	 -9	 2	 2	 -9	 4	 -9	 2	 -9	 2	 -9	 -9	 4	 2	 4	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 2	 -9	 2	 2	 2	 4	 -9	 -9	 -9	 -9	 4	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 5	 -9	 4	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 4	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 -9	 2	 4	 -9	 2	 -9	 2	 -9	 -9	 -9	 4	 -9	 -9	 -9	 2	 2	 2	 -9	 -9	 2	 2	 4	 -9	 2	 4	 -9	 -9	 -9	 2	 2	 -9	 2	 -9	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 4	 4	 2	 -9	 2	 -9	 2	 2	 -9	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 4	 -9	 4	 -9	 2	 -9	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 2	 -9	 4	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 -9	 4	 -9	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 2	 -9	 -9	 2	 2	 -9	 -9	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 4	 2	 2	 2	 2	 4	 -9	 2	 2	 2	 2	 -9	 -9	 2	 -9	 2	 -9	 2	 -9	 -9	 -9	 2	 4	 2	 1	 -9	 -9	 -9	 -9	 -9	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 2	 2	 -9	 -9	 2	 -9	 -9	 2	 2	 -9	 -9	 -9	 2	 -9	 -9	 2	 -9	 2	 2	 -9	 2	 -9	 -9	 2	 -9	 -9	 2	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 2	 2	 -9	 2	 -9	 2	 4	 -9	 -9	 4	 4	 -9	 -9	 -9	 2	 2	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 -9	 2	 -9	 2	 -9	 -9	 -9	 -9	 4	 2	 2	 -9	 -9	 -9	 2	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 2	 2	 2	 -9	 -9	 -9	 -9	 -9	 -9	 4	 -9	 -9	 -9	 -9	 -9	 2	 
