file: votematrix-2010.csv covering commons parliament 2010
file created: Sat Feb  9 11:29:51 2013by http://www.publicwhip.org.uk/
656 mps
701 divisions



Data Values
      missing: -9
      tellaye: 1
      aye: 2
      both: 3
      no: 4
      tellno: 5



Variables match to MP names as mpidXXX where XXX is the mpid number below

mpid	firstname	surname	party	PublicWhip URL
40099	David	Crausby	Lab	http://publicwhip.com/mp.php?mpid=40099
40625	Mary	Creagh	Lab	http://publicwhip.com/mp.php?mpid=40625
40629	Stella	Creasy	Lab	http://publicwhip.com/mp.php?mpid=40629
40242	Michael	Crockart	LDem	http://publicwhip.com/mp.php?mpid=40242
40159	Tracey	Crouch	Con	http://publicwhip.com/mp.php?mpid=40159
40195	Jon	Cruddas	Lab	http://publicwhip.com/mp.php?mpid=40195
40366	John	Cryer	Lab	http://publicwhip.com/mp.php?mpid=40366
40579	Alex	Cunningham	Lab	http://publicwhip.com/mp.php?mpid=40579
40187	Jim	Cunningham	Lab	http://publicwhip.com/mp.php?mpid=40187
40672	Tony	Cunningham	Lab	http://publicwhip.com/mp.php?mpid=40672
40272	Margaret	Curran	Lab	http://publicwhip.com/mp.php?mpid=40272
40520	Nicholas	Dakin	Lab	http://publicwhip.com/mp.php?mpid=40520
40501	Simon	Danczuk	Lab	http://publicwhip.com/mp.php?mpid=40501
40241	Alistair	Darling	Lab	http://publicwhip.com/mp.php?mpid=40241
40343	Edward	Davey	LDem	http://publicwhip.com/mp.php?mpid=40343
40137	Wayne	David	Lab	http://publicwhip.com/mp.php?mpid=40137
40277	Ian	Davidson	Lab	http://publicwhip.com/mp.php?mpid=40277
40407	David	Davies	Con	http://publicwhip.com/mp.php?mpid=40407
40597	Geraint	Davies	Lab	http://publicwhip.com/mp.php?mpid=40597
40408	Glyn	Davies	Con	http://publicwhip.com/mp.php?mpid=40408
40531	Philip	Davies	Con	http://publicwhip.com/mp.php?mpid=40531
40293	David	Davis	Con	http://publicwhip.com/mp.php?mpid=40293
40247	Nick	de Bois	Con	http://publicwhip.com/mp.php?mpid=40247
40048	Gloria	De Piero	Lab	http://publicwhip.com/mp.php?mpid=40048
40563	John	Denham	Lab	http://publicwhip.com/mp.php?mpid=40563
40281	Caroline	Dinenage	Con	http://publicwhip.com/mp.php?mpid=40281
40326	Jonathan	Djanogly	Con	http://publicwhip.com/mp.php?mpid=40326
40316	Jim	Dobbin	Lab	http://publicwhip.com/mp.php?mpid=40316
40319	Frank	Dobson	Lab	http://publicwhip.com/mp.php?mpid=40319
40217	Thomas	Docherty	Lab	http://publicwhip.com/mp.php?mpid=40217
40069	Nigel	Dodds	DUP	http://publicwhip.com/mp.php?mpid=40069
40350	Jeffrey M	Donaldson	DUP	http://publicwhip.com/mp.php?mpid=40350
40154	Brian H	Donohoe	Lab	http://publicwhip.com/mp.php?mpid=40154
40036	Frank	Doran	Lab	http://publicwhip.com/mp.php?mpid=40036
40158	Stephen	Dorrell	Con	http://publicwhip.com/mp.php?mpid=40158
40393	Nadine	Dorries	Con	http://publicwhip.com/mp.php?mpid=40393
40692	Stephen	Doughty	Lab	http://publicwhip.com/mp.php?mpid=40692
40364	Jim	Dowd	Lab	http://publicwhip.com/mp.php?mpid=40364
40649	Gemma	Doyle	Lab	http://publicwhip.com/mp.php?mpid=40649
40607	Jackie	Doyle-Price	Con	http://publicwhip.com/mp.php?mpid=40607
40543	Richard	Drax	Con	http://publicwhip.com/mp.php?mpid=40543
40081	Jack	Dromey	Lab	http://publicwhip.com/mp.php?mpid=40081
40503	James	Duddridge	Con	http://publicwhip.com/mp.php?mpid=40503
40057	Michael	Dugher	Lab	http://publicwhip.com/mp.php?mpid=40057
40515	Alan	Duncan	Con	http://publicwhip.com/mp.php?mpid=40515
40167	Iain	Duncan Smith	Con	http://publicwhip.com/mp.php?mpid=40167
40378	Philip	Dunne	Con	http://publicwhip.com/mp.php?mpid=40378
40264	Mark	Durkan	SDLP	http://publicwhip.com/mp.php?mpid=40264
40626	Angela	Eagle	Lab	http://publicwhip.com/mp.php?mpid=40626
40267	Maria	Eagle	Lab	http://publicwhip.com/mp.php?mpid=40267
40150	Jonathan	Edwards	PC	http://publicwhip.com/mp.php?mpid=40150
40246	Clive	Efford	Lab	http://publicwhip.com/mp.php?mpid=40246
40592	Julie	Elliott	Lab	http://publicwhip.com/mp.php?mpid=40592
40456	Michael	Ellis	Con	http://publicwhip.com/mp.php?mpid=40456
40064	Jane	Ellison	Con	http://publicwhip.com/mp.php?mpid=40064
40370	Louise	Ellman	Lab	http://publicwhip.com/mp.php?mpid=40370
40105	Tobias	Ellwood	Con	http://publicwhip.com/mp.php?mpid=40105
40209	Charlie	Elphicke	Con	http://publicwhip.com/mp.php?mpid=40209
40437	Natascha	Engel	Lab	http://publicwhip.com/mp.php?mpid=40437
40522	Bill	Esterson	Lab	http://publicwhip.com/mp.php?mpid=40522
40141	George	Eustice	Con	http://publicwhip.com/mp.php?mpid=40141
40336	Chris	Evans	Lab	http://publicwhip.com/mp.php?mpid=40336
40640	Graham	Evans	Con	http://publicwhip.com/mp.php?mpid=40640
40146	Jonathan	Evans	Con	http://publicwhip.com/mp.php?mpid=40146
40498	Nigel	Evans	Con	http://publicwhip.com/mp.php?mpid=40498
40078	David	Evennett	Con	http://publicwhip.com/mp.php?mpid=40078
40367	Michael	Fabricant	Con	http://publicwhip.com/mp.php?mpid=40367
40524	Michael	Fallon	Con	http://publicwhip.com/mp.php?mpid=40524
40422	Paul	Farrelly	Lab	http://publicwhip.com/mp.php?mpid=40422
40656	Tim	Farron	LDem	http://publicwhip.com/mp.php?mpid=40656
40321	Lynne	Featherstone	LDem	http://publicwhip.com/mp.php?mpid=40321
40079	Frank	Field	Lab	http://publicwhip.com/mp.php?mpid=40079
40172	Mark	Field	Con	http://publicwhip.com/mp.php?mpid=40172
40484	Jim	Fitzpatrick	Lab	http://publicwhip.com/mp.php?mpid=40484
40583	Robert	Flello	Lab	http://publicwhip.com/mp.php?mpid=40583
40206	Caroline	Flint	Lab	http://publicwhip.com/mp.php?mpid=40206
40424	Paul	Flynn	Lab	http://publicwhip.com/mp.php?mpid=40424
40062	Don	Foster	LDem	http://publicwhip.com/mp.php?mpid=40062
40384	Yvonne	Fovargue	Lab	http://publicwhip.com/mp.php?mpid=40384
40445	Liam	Fox	Con	http://publicwhip.com/mp.php?mpid=40445
40034	Hywel	Francis	Lab	http://publicwhip.com/mp.php?mpid=40034
40491	Mark	Francois	Con	http://publicwhip.com/mp.php?mpid=40491
40396	George	Freeman	Con	http://publicwhip.com/mp.php?mpid=40396
40261	Mike	Freer	Con	http://publicwhip.com/mp.php?mpid=40261
40551	Lorraine	Fullbrook	Con	http://publicwhip.com/mp.php?mpid=40551
40067	Richard	Fuller	Con	http://publicwhip.com/mp.php?mpid=40067
40447	Roger	Gale	Con	http://publicwhip.com/mp.php?mpid=40447
40690	George	Galloway	Res	http://publicwhip.com/mp.php?mpid=40690
40329	Mike	Gapes	Lab	http://publicwhip.com/mp.php?mpid=40329
40114	Barry	Gardiner	Lab	http://publicwhip.com/mp.php?mpid=40114
40297	Edward	Garnier	Con	http://publicwhip.com/mp.php?mpid=40297
40678	Mark	Garnier	Con	http://publicwhip.com/mp.php?mpid=40678
40559	David	Gauke	Con	http://publicwhip.com/mp.php?mpid=40559
40572	Andrew	George	LDem	http://publicwhip.com/mp.php?mpid=40572
40097	Nick	Gibb	Con	http://publicwhip.com/mp.php?mpid=40097
40569	Stephen	Gilbert	LDem	http://publicwhip.com/mp.php?mpid=40569
40164	Cheryl	Gillan	Con	http://publicwhip.com/mp.php?mpid=40164
40238	Sheila	Gilmore	Lab	http://publicwhip.com/mp.php?mpid=40238
40451	Pat	Glass	Lab	http://publicwhip.com/mp.php?mpid=40451
40518	John	Glen	Con	http://publicwhip.com/mp.php?mpid=40518
40448	Mary	Glindon	Lab	http://publicwhip.com/mp.php?mpid=40448
40082	Roger	Godsiff	Lab	http://publicwhip.com/mp.php?mpid=40082
40679	Paul	Goggins	Lab	http://publicwhip.com/mp.php?mpid=40679
40500	Zac	Goldsmith	Con	http://publicwhip.com/mp.php?mpid=40500
40089	Helen	Goodman	Lab	http://publicwhip.com/mp.php?mpid=40089
40519	Robert	Goodwill	Con	http://publicwhip.com/mp.php?mpid=40519
40593	Michael	Gove	Con	http://publicwhip.com/mp.php?mpid=40593
40279	Richard	Graham	Con	http://publicwhip.com/mp.php?mpid=40279
40383	Helen	Grant	Con	http://publicwhip.com/mp.php?mpid=40383
40455	James	Gray	Con	http://publicwhip.com/mp.php?mpid=40455
40250	Chris	Grayling	Con	http://publicwhip.com/mp.php?mpid=40250
40514	Tom	Greatrex	Lab	http://publicwhip.com/mp.php?mpid=40514
40049	Damian	Green	Con	http://publicwhip.com/mp.php?mpid=40049
40589	Kate	Green	Lab	http://publicwhip.com/mp.php?mpid=40589
40490	Justine	Greening	Con	http://publicwhip.com/mp.php?mpid=40490
40462	Lilian	Greenwood	Lab	http://publicwhip.com/mp.php?mpid=40462
40065	Dominic	Grieve	Con	http://publicwhip.com/mp.php?mpid=40065
40375	Nia	Griffith	Lab	http://publicwhip.com/mp.php?mpid=40375
40133	Andrew	Griffiths	Con	http://publicwhip.com/mp.php?mpid=40133
40332	Ben	Gummer	Con	http://publicwhip.com/mp.php?mpid=40332
40200	Andrew	Gwynne	Lab	http://publicwhip.com/mp.php?mpid=40200
40232	Sam	Gyimah	Con	http://publicwhip.com/mp.php?mpid=40232
40499	William	Hague	Con	http://publicwhip.com/mp.php?mpid=40499
40414	Peter	Hain	Lab	http://publicwhip.com/mp.php?mpid=40414
40298	Robert	Halfon	Con	http://publicwhip.com/mp.php?mpid=40298
40168	Duncan	Hames	LDem	http://publicwhip.com/mp.php?mpid=40168
40402	David	Hamilton	Lab	http://publicwhip.com/mp.php?mpid=40402
40355	Fabian	Hamilton	Lab	http://publicwhip.com/mp.php?mpid=40355
40512	Philip	Hammond	Con	http://publicwhip.com/mp.php?mpid=40512
40659	Stephen	Hammond	Con	http://publicwhip.com/mp.php?mpid=40659
40652	Matthew	Hancock	Con	http://publicwhip.com/mp.php?mpid=40652
40486	Mike	Hancock	LDem	http://publicwhip.com/mp.php?mpid=40486
40162	Greg	Hands	Con	http://publicwhip.com/mp.php?mpid=40162
40199	David	Hanson	Lab	http://publicwhip.com/mp.php?mpid=40199
40140	Harriet	Harman	Lab	http://publicwhip.com/mp.php?mpid=40140
40263	Mark	Harper	Con	http://publicwhip.com/mp.php?mpid=40263
40637	Richard	Harrington	Con	http://publicwhip.com/mp.php?mpid=40637
40153	Rebecca	Harris	Con	http://publicwhip.com/mp.php?mpid=40153
40276	Tom	Harris	Lab	http://publicwhip.com/mp.php?mpid=40276
40151	Simon	Hart	Con	http://publicwhip.com/mp.php?mpid=40151
40431	Nick	Harvey	LDem	http://publicwhip.com/mp.php?mpid=40431
40516	Alan	Haselhurst	Con	http://publicwhip.com/mp.php?mpid=40516
40392	Dai	Havard	Lab	http://publicwhip.com/mp.php?mpid=40392
40547	John	Hayes	Con	http://publicwhip.com/mp.php?mpid=40547
40440	Oliver	Heald	Con	http://publicwhip.com/mp.php?mpid=40440
40644	John	Healey	Lab	http://publicwhip.com/mp.php?mpid=40644
40538	David	Heath	LDem	http://publicwhip.com/mp.php?mpid=40538
40198	Chris	Heaton-Harris	Con	http://publicwhip.com/mp.php?mpid=40198
40088	John	Hemming	LDem	http://publicwhip.com/mp.php?mpid=40088
40533	Gordon	Henderson	Con	http://publicwhip.com/mp.php?mpid=40533
40488	Mark	Hendrick	Lab	http://publicwhip.com/mp.php?mpid=40488
40639	Charles	Hendry	Con	http://publicwhip.com/mp.php?mpid=40639
40337	Stephen	Hepburn	Lab	http://publicwhip.com/mp.php?mpid=40337
40047	Nick	Herbert	Con	http://publicwhip.com/mp.php?mpid=40047
40433	Lady	Hermon	Ind	http://publicwhip.com/mp.php?mpid=40433
40050	David	Heyes	Lab	http://publicwhip.com/mp.php?mpid=40050
40290	Meg	Hillier	Lab	http://publicwhip.com/mp.php?mpid=40290
40101	Julie	Hilling	Lab	http://publicwhip.com/mp.php?mpid=40101
40227	Damian	Hinds	Con	http://publicwhip.com/mp.php?mpid=40227
40256	Mark	Hoban	Con	http://publicwhip.com/mp.php?mpid=40256
40055	Margaret	Hodge	Lab	http://publicwhip.com/mp.php?mpid=40055
40636	Sharon	Hodgson	Lab	http://publicwhip.com/mp.php?mpid=40636
40624	Kate	Hoey	Lab	http://publicwhip.com/mp.php?mpid=40624
40390	George	Hollingbery	Con	http://publicwhip.com/mp.php?mpid=40390
40341	Philip	Hollobone	Con	http://publicwhip.com/mp.php?mpid=40341
40284	Adam	Holloway	Con	http://publicwhip.com/mp.php?mpid=40284
40351	Jimmy	Hood	Lab	http://publicwhip.com/mp.php?mpid=40351
40379	Kelvin	Hopkins	Lab	http://publicwhip.com/mp.php?mpid=40379
40338	Kris	Hopkins	Con	http://publicwhip.com/mp.php?mpid=40338
40163	Martin	Horwood	LDem	http://publicwhip.com/mp.php?mpid=40163
40215	Stewart	Hosie	SNP	http://publicwhip.com/mp.php?mpid=40215
40349	George	Howarth	Lab	http://publicwhip.com/mp.php?mpid=40349
40039	Gerald	Howarth	Con	http://publicwhip.com/mp.php?mpid=40039
40311	John	Howell	Con	http://publicwhip.com/mp.php?mpid=40311
40170	Lindsay	Hoyle	Lab	http://publicwhip.com/mp.php?mpid=40170
40072	Simon	Hughes	LDem	http://publicwhip.com/mp.php?mpid=40072
40236	Christopher	Huhne	LDem	http://publicwhip.com/mp.php?mpid=40236
40561	Jeremy	Hunt	Con	http://publicwhip.com/mp.php?mpid=40561
40581	Tristram	Hunt	Lab	http://publicwhip.com/mp.php?mpid=40581
40160	Mark	Hunter	LDem	http://publicwhip.com/mp.php?mpid=40160
40142	Julian	Huppert	LDem	http://publicwhip.com/mp.php?mpid=40142
40511	Nick	Hurd	Con	http://publicwhip.com/mp.php?mpid=40511
40056	Eric	Illsley	Lab	http://publicwhip.com/mp.php?mpid=40056
40465	Huw	Irranca-Davies	Lab	http://publicwhip.com/mp.php?mpid=40465
40296	Glenda	Jackson	Lab	http://publicwhip.com/mp.php?mpid=40296
40479	Stewart	Jackson	Con	http://publicwhip.com/mp.php?mpid=40479
40585	Margot	James	Con	http://publicwhip.com/mp.php?mpid=40585
40596	Si&acirc;n	James	Lab	http://publicwhip.com/mp.php?mpid=40596
40342	Cathy	Jamieson	Lab	http://publicwhip.com/mp.php?mpid=40342
40685	Dan	Jarvis	Lab	http://publicwhip.com/mp.php?mpid=40685
40128	Sajid	Javid	Con	http://publicwhip.com/mp.php?mpid=40128
40303	Bernard	Jenkin	Con	http://publicwhip.com/mp.php?mpid=40303
40346	Alan	Johnson	Lab	http://publicwhip.com/mp.php?mpid=40346
40345	Diana	Johnson	Lab	http://publicwhip.com/mp.php?mpid=40345
40197	Gareth	Johnson	Con	http://publicwhip.com/mp.php?mpid=40197
40470	Jo	Johnson	Con	http://publicwhip.com/mp.php?mpid=40470
40299	Andrew	Jones	Con	http://publicwhip.com/mp.php?mpid=40299
40178	David	Jones	Con	http://publicwhip.com/mp.php?mpid=40178
40327	Graham	Jones	Lab	http://publicwhip.com/mp.php?mpid=40327
40633	Helen	Jones	Lab	http://publicwhip.com/mp.php?mpid=40633
40434	Kevan	Jones	Lab	http://publicwhip.com/mp.php?mpid=40434
40463	Marcus	Jones	Con	http://publicwhip.com/mp.php?mpid=40463
40177	Susan Elan	Jones	Lab	http://publicwhip.com/mp.php?mpid=40177
40212	Tessa	Jowell	Lab	http://publicwhip.com/mp.php?mpid=40212
40255	Eric	Joyce	Lab	http://publicwhip.com/mp.php?mpid=40255
40387	Gerald	Kaufman	Lab	http://publicwhip.com/mp.php?mpid=40387
40532	Daniel	Kawczynski	Con	http://publicwhip.com/mp.php?mpid=40532
40673	Barbara	Keeley	Lab	http://publicwhip.com/mp.php?mpid=40673
40258	Alan	Keen	Lab	http://publicwhip.com/mp.php?mpid=40258
40211	Chris	Kelly	Con	http://publicwhip.com/mp.php?mpid=40211
40360	Liz	Kendall	Lab	http://publicwhip.com/mp.php?mpid=40360
40506	Charles	Kennedy	LDem	http://publicwhip.com/mp.php?mpid=40506
40610	Sadiq	Khan	Lab	http://publicwhip.com/mp.php?mpid=40610
40120	Simon	Kirby	Con	http://publicwhip.com/mp.php?mpid=40120
40234	Greg	Knight	Con	http://publicwhip.com/mp.php?mpid=40234
40567	Kwasi	Kwarteng	Con	http://publicwhip.com/mp.php?mpid=40567
40249	Eleanor	Laing	Con	http://publicwhip.com/mp.php?mpid=40249
40443	Norman	Lamb	LDem	http://publicwhip.com/mp.php?mpid=40443
40615	David	Lammy	Lab	http://publicwhip.com/mp.php?mpid=40615
40403	Mark	Lancaster	Con	http://publicwhip.com/mp.php?mpid=40403
40541	Andrew	Lansley	Con	http://publicwhip.com/mp.php?mpid=40541
40394	Pauline	Latham	Con	http://publicwhip.com/mp.php?mpid=40394
40630	Ian	Lavery	Lab	http://publicwhip.com/mp.php?mpid=40630
40680	David	Laws	LDem	http://publicwhip.com/mp.php?mpid=40680
40239	Mark	Lazarowicz	Lab	http://publicwhip.com/mp.php?mpid=40239
40550	Andrea	Leadsom	Con	http://publicwhip.com/mp.php?mpid=40550
40251	Jessica	Lee	Con	http://publicwhip.com/mp.php?mpid=40251
40107	Phillip	Lee	Con	http://publicwhip.com/mp.php?mpid=40107
40388	John	Leech	LDem	http://publicwhip.com/mp.php?mpid=40388
40573	Jeremy	Lefroy	Con	http://publicwhip.com/mp.php?mpid=40573
40266	Edward	Leigh	Con	http://publicwhip.com/mp.php?mpid=40266
40123	Charlotte	Leslie	Con	http://publicwhip.com/mp.php?mpid=40123
40460	Christopher	Leslie	Lab	http://publicwhip.com/mp.php?mpid=40460
40648	Oliver	Letwin	Con	http://publicwhip.com/mp.php?mpid=40648
